时间(s),斜距(m),方位角（°）,俯仰角（°）,径向速度（m/s）,圈数
35075.254,973,316.25,0.14,2.4,22
35075.254,1714,315.93,2.03,-2.4,22
35075.254,1256,315.57,1.93,-2.4,22
35075.274,1788,318.1,3.88,-1.2,22
35075.274,159,318.8,6.33,3.6,22
35075.285,131,319.94,17.96,1.7,22
35075.295,1772,320.92,2.44,2.4,22
35075.316,1151,323.06,2.19,-2.4,22
35075.326,1599,324.67,17.87,7,22
35075.337,1420,325.57,2.47,2.4,22
35075.337,874,326.07,0.56,-2.4,22
35075.358,893,328.77,0.47,1.2,22
35075.358,1190,328.08,1.16,-2.4,22
35075.379,1191,330.72,1.73,2.4,22
35075.379,1249,330.98,2.93,1.2,22
35075.379,1570,331.33,2.71,1.2,22
35075.411,1406,335,10.83,7,22
35075.421,4045,336.08,2.85,7.2,22
35075.463,280,340.77,-0.41,-7.2,22
35075.463,2701,340.8,4.34,7.2,22
35075.473,1259,342.16,12.61,7,22
35075.485,1101,343.57,-0.79,3.6,22
35075.485,1894,343.59,4.62,7.2,22
35075.506,189,345.84,-0.98,1.2,22
35075.506,2302,346.1,1.76,2.4,22
35075.515,1506,347.46,11.23,7,22
35075.515,681,345.88,8.83,7.2,22
35075.525,3403,348.62,0.35,-2.4,22
35075.525,3532,348.39,0.81,1.2,22
35075.525,2174,348.39,2.43,6,22
35075.547,2914,351.25,0.94,2.4,22
35075.567,1911,353.65,-0.84,-2.4,22
35075.579,1395,354.82,11.57,3.5,22
35075.588,3723,355.96,-0.82,1.2,22
35075.588,2212,356.42,2.42,6,22
35075.588,1173,356.7,7.15,6,22
35075.588,188,355.99,5.59,2.4,22
35075.6,222,357.82,11.38,3.5,22
35075.6,341,357.71,18.12,3.5,22
35075.6,848,356,10.25,4.8,22
35075.631,2203,1.72,1.21,1.2,22
35075.631,2251,1.72,2.93,-2.4,22
35075.631,2820,2.79,5.82,7.2,22
35075.631,754,1.39,5.29,3.6,22
35075.631,2565,1.74,5.34,4.8,22
35075.652,992,4.23,1.35,2.4,22
35075.652,2231,3.54,4.16,1.2,22
35075.683,2269,6.08,7.54,7.2,22
35075.694,1604,8.99,5.1,4.8,22
35075.714,3217,11.36,5.3,7.2,22
35075.735,3613,13.64,6.36,7.2,22
35075.746,3376,14.09,7.48,7.2,22
35075.746,1491,15.48,14.41,7,22
35075.746,1117,15.27,18.11,7,22
35075.757,889,16.14,1.46,7.2,22
35075.757,4304,16.15,2.8,1.2,22
35075.757,3766,16.17,6.23,8.4,22
35075.768,815,17.52,13.41,5.3,22
35075.777,4204,18.96,2.66,-2.4,22
35075.777,2438,18.69,3.91,1.2,22
35075.798,4213,21.19,3.11,1.2,22
35075.798,4584,21.21,5.45,12,22
35075.809,154,22.58,15.7,-3.5,22
35075.809,104,22.88,29.42,-1.7,22
35075.819,2093,24.43,1.8,2.4,22
35075.831,172,25.35,10.65,3.5,22
35075.831,1330,24.46,9.7,4.8,22
35075.84,2446,26.64,6.19,4.8,22
35075.862,3008,28.78,2.39,-1.2,22
35075.862,544,29.16,1.48,-2.4,22
35075.882,582,31.72,2.08,1.2,22
35075.894,1286,32.95,11.4,5.3,22
35075.946,1745,39.33,2.35,1.2,22
35075.966,424,41.85,1.17,-2.4,22
35075.977,112,43.15,15.23,3.5,22
35075.988,918,44.04,0,-1.2,22
35075.988,2153,44.04,1.59,-2.4,22
35076.009,2155,46.6,1.27,1.2,22
35076.029,513,49.85,0.33,-1.2,22
35076.029,111,49.14,0,1.2,22
35076.04,132,50.77,11.45,3.5,22
35076.112,2142,59.31,3.04,1.2,22
35076.112,848,59.73,5.14,4.8,22
35076.155,253,64.41,-1.05,1.2,22
35076.155,482,64.41,2.43,1.2,22
35076.176,114,66.96,1.61,-3.6,22
35077.854,993,271.17,4.26,2.4,23
35077.895,566,275.51,5.42,3.6,23
35077.958,783,283.49,5.21,-2.4,23
35077.969,1033,284.75,6.52,2.4,23
35078,1032,288.82,3.75,-1.2,23
35078,1053,288.13,6.61,-1.2,23
35078.043,989,293.87,2.44,1.2,23
35078.063,982,295.71,2.71,-2.4,23
35078.085,1112,298.23,2.58,-2.4,23
35078.085,283,298.95,0.77,-1.2,23
35078.126,1134,303.65,0.83,-1.2,23
35078.126,1615,303.3,2.73,-2.4,23
35078.147,2443,305.83,2.69,4.8,23
35078.147,584,305.83,3.87,3.6,23
35078.168,989,309.05,0.23,1.2,23
35078.2,113,312.21,11.26,1.7,23
35078.21,1213,313.93,1.29,1.2,23
35078.21,1743,313.93,2.87,-1.2,23
35078.21,220,313.54,3.72,4.8,23
35078.21,1773,313.96,3.69,-1.2,23
35078.21,161,313.55,5.49,1.2,23
35078.221,194,313.65,8.58,1.2,23
35078.252,1231,318.27,1.63,-1.2,23
35078.252,1723,318.27,2.28,2.4,23
35078.252,1792,318.3,4.64,1.2,23
35078.294,1122,323.97,1.7,1.2,23
35078.294,1573,323.27,2.76,3.6,23
35078.294,3232,323.28,6.08,7.2,23
35078.315,1164,326.5,1.95,2.4,23
35078.315,2615,325.79,5.81,7.2,23
35078.327,720,327.45,15.21,5.3,23
35078.327,440,327.35,18.59,1.7,23
35078.336,1200,328.99,1.89,-1.2,23
35078.336,2354,328.7,3.69,6,23
35078.347,1739,330.15,14.39,8.8,23
35078.357,711,330.82,4.86,3.6,23
35078.368,469,332.63,11.47,5.3,23
35078.377,189,334.04,-0.98,-1.2,23
35078.377,492,333.3,-0.69,-1.2,23
35078.377,1831,333.33,3.37,1.2,23
35078.389,1426,334.95,10.89,7,23
35078.389,2549,334.99,10.84,8.8,23
35078.4,1441,336.3,2.05,1.2,23
35078.4,4066,335.89,2.94,7.2,23
35078.41,361,337.29,22.17,5.3,23
35078.42,2259,338.44,3.56,3.6,23
35078.44,1472,341.39,0.62,1.2,23
35078.452,1625,342.36,9.95,7,23
35078.462,742,343.92,2.36,2.4,23
35078.473,1776,345.38,14.08,8.8,23
35078.483,2304,346.16,1.13,-1.2,23
35078.483,1604,346.6,7.1,7.2,23
35078.483,1204,346.06,5.43,4.8,23
35078.494,1240,347.71,11.35,5.3,23
35078.494,2455,346.07,7.7,8.4,23
35078.504,3840,348.94,1.07,1.2,23
35078.504,701,348.58,2.43,2.4,23
35078.504,2769,348.6,4.17,6,23
35078.504,1333,348.92,4.99,4.8,23
35078.525,190,351.13,5.46,2.4,23
35078.545,3934,353.63,0.08,1.2,23
35078.545,2842,353.66,5.04,7.2,23
35078.556,232,353.67,11.01,3.6,23
35078.566,3734,356.15,-0.36,-1.2,23
35078.566,3400,356.17,1.66,6,23
35078.566,3062,356.87,3.89,8.4,23
35078.566,1184,356.18,6.9,6,23
35078.566,103,356.89,4.1,3.6,23
35078.588,2251,358.69,1.71,-2.4,23
35078.588,2920,358.7,5.13,9.6,23
35078.588,2516,359.41,5.51,9.6,23
35078.608,2251,1.23,3.85,-2.4,23
35078.608,2601,1.93,5.16,7.2,23
35078.62,1690,3.06,12.5,7,23
35078.63,2926,4.45,4.78,6,23
35078.661,1654,7.63,10.71,7,23
35078.672,3289,8.8,6.63,8.4,23
35078.672,1893,9.52,5.26,6,23
35078.692,1241,11.31,-0.32,1.2,23
35078.692,1745,11.33,5.8,6,23
35078.704,2075,12.69,11.57,7,23
35078.714,1481,13.83,0.22,1.2,23
35078.714,2824,14.17,7.03,8.4,23
35078.714,3031,13.86,4.98,6,23
35078.724,830,15.47,12.68,5.3,23
35078.724,1512,15.44,14.2,7,23
35078.724,1140,15.24,17.77,7,23
35078.735,2119,16.38,4.04,1.2,23
35078.735,2742,16.75,4.41,3.6,23
35078.746,2936,17.11,9.16,-3.6,23
35078.746,113,17.77,20.2,7,23
35078.755,2395,18.91,3.99,1.2,23
35078.755,530,19.73,0.88,-1.2,23
35078.755,4870,19.64,5.84,9.6,23
35078.776,4211,21.43,3.07,1.2,23
35078.809,1343,24,9.05,4.8,23
35078.809,2181,25.63,12.9,8.8,23
35078.818,3371,26.52,4.11,-2.4,23
35078.83,1470,26.52,8.34,4.8,23
35078.83,143,28.14,19.25,-5.3,23
35078.85,1312,29.29,8.15,2.4,23
35078.86,1846,31.57,5.57,3.6,23
35078.873,113,33.43,20.52,1.7,23
35078.882,3413,34.1,3.95,2.4,23
35078.944,1710,42.02,5.92,2.4,23
35078.965,429,44.96,1.82,2.4,23
35078.986,2154,46.83,1.35,1.2,23
35078.997,113,48.19,19.06,-1.7,23
35079.028,495,52.91,0.7,1.2,23
35079.081,1797,58.67,14.48,3.5,23
35079.09,1124,60.29,2.01,1.2,23
35079.09,859,59.91,5.25,2.4,23
35079.123,114,63.51,14.37,-3.5,23
35079.132,253,64.67,-0.45,2.4,23
35079.132,103,64.68,7.86,-1.2,23
35079.154,912,67.94,2.17,-1.2,23
35080.832,1012,272.23,4.84,-1.2,24
35080.875,415,276.29,0.14,-1.2,24
35080.895,394,278.12,0.8,-1.2,24
35080.916,753,280.64,2.84,-1.2,24
35080.936,775,283.9,4.7,-1.2,24
35080.936,804,285.92,5.11,-1.2,24
35080.979,810,288.25,5.56,2.4,24
35081,790,290.78,3.49,1.2,24
35081.011,112,292.63,13.21,5.3,24
35081.062,1120,300.08,2.48,-2.4,24
35081.062,1750,298.77,5.16,3.6,24
35081.073,1643,298.39,9.72,2.4,24
35081.094,142,302.76,13.59,1.7,24
35081.126,1620,306.66,1.44,-2.4,24
35081.146,171,308.49,5.18,2.4,24
35081.158,214,310.25,15.99,3.5,24
35081.158,119,309.2,9.45,2.4,24
35081.167,1671,310.92,-0.83,1.2,24
35081.167,1221,314.95,1.76,-1.2,24
35081.167,1682,310.93,0.92,1.2,24
35081.209,1732,317.25,2.38,1.2,24
35081.23,1190,318.38,0.57,1.2,24
35081.251,1768,320.88,2.52,-2.4,24
35081.251,1405,321.58,5.02,2.4,24
35081.273,1155,323.38,2.34,-2.4,24
35081.293,2430,326.34,5.07,7.2,24
35081.293,1219,326.63,4.72,4.8,24
35081.335,1203,331,1.61,-1.2,24
35081.356,1454,335.11,1.83,-1.2,24
35081.356,1823,334.2,3.15,2.4,24
35081.356,2314,333.7,3.89,7.2,24
35081.356,1335,333.47,4.95,6,24
35081.366,1441,334.86,10.19,7,24
35081.377,1143,336.04,1.38,2.4,24
35081.388,1474,336.36,7.79,7.2,24
35081.44,163,344.39,-1.19,-1.2,24
35081.44,2402,344.09,6.4,-6,24
35081.44,2317,343.69,5.39,9.6,24
35081.45,1801,345.07,14.21,8.8,24
35081.46,3312,346.93,3.3,8.4,24
35081.472,1551,347.6,10.79,8.8,24
35081.472,660,348.1,19.21,5.3,24
35081.481,1344,349.05,5.17,6,24
35081.492,241,349.49,10.36,2.4,24
35081.502,2241,351.5,-0.56,-2.4,24
35081.502,2850,351.3,4.59,8.4,24
35081.513,1959,351.31,7.17,4.8,24
35081.513,1418,352.88,11.73,5.3,24
35081.523,142,353.8,-0.46,-2.4,24
35081.523,1999,353.82,5.09,7.2,24
35081.523,2582,353.82,5.26,9.6,24
35081.523,933,354.53,6.24,4.8,24
35081.545,3467,356.68,3.57,9.6,24
35081.566,2502,359.22,6.27,8.4,24
35081.587,3643,1.72,3.89,9.6,24
35081.587,2859,2.06,5.16,8.4,24
35081.598,112,1.68,9.57,7.2,24
35081.598,1714,2.71,12,7,24
35081.608,4127,3.88,4.42,8.4,24
35081.619,1053,4.24,8.36,6,24
35081.619,2525,3.89,10.31,10.8,24
35081.65,3317,8.93,7.1,9.6,24
35081.671,4160,12.17,5.84,10.8,24
35081.681,846,14.21,12.12,5.3,24
35081.681,1534,13.31,14.67,7,24
35081.692,1480,14.67,-0.05,1.2,24
35081.692,2844,14.19,7.27,7.2,24
35081.713,4070,16.53,6.09,7.2,24
35081.713,3685,16.53,4.76,3.6,24
35081.724,2929,17.25,9.35,4.8,24
35081.724,109,16.92,8.71,8.4,24
35081.724,145,18.2,23.95,-1.7,24
35081.734,2106,19.05,4.15,1.2,24
35081.734,4660,19.78,5.46,12,24
35081.744,2174,20.7,12.65,10.6,24
35081.754,3271,21.96,3.77,-2.4,24
35081.786,2205,25.51,12.96,8.8,24
35081.797,3331,27.01,4.11,1.2,24
35081.808,229,28.34,19.28,1.7,24
35081.818,2975,29.54,2.49,2.4,24
35081.818,531,30.83,1.57,-2.4,24
35081.818,1314,29.53,4.58,2.4,24
35081.818,1858,29.61,5.64,2.4,24
35081.818,2025,29.93,5.38,6,24
35081.828,1318,30.58,11.02,5.3,24
35081.86,2495,34.99,5.77,3.6,24
35081.86,2162,34.28,4.83,3.6,24
35081.901,2383,39.71,1.21,1.2,24
35081.922,1714,42.15,5.75,3.6,24
35081.933,119,43.25,11.11,3.5,24
35081.944,2150,44.77,1.48,1.2,24
35081.944,152,45.12,2.06,-1.2,24
35081.944,914,44.41,0.1,-2.4,24
35081.954,114,46.29,14.06,3.5,24
35081.975,2717,47.42,6.72,4.8,24
35081.985,2543,49.51,2.75,1.2,24
35082.006,1572,52.07,2.89,2.4,24
35082.026,2133,55.34,2.68,-1.2,24
35082.039,113,56.25,14.72,1.7,24
35082.058,112,57.2,6.88,2.4,24
35082.07,192,59.72,-0.19,1.2,24
35082.09,520,62.61,1.79,2.4,24
35082.111,252,64.83,-0.55,2.4,24
35083.789,993,268.51,4.49,-1.2,25
35083.789,1052,268.16,5.49,2.4,25
35083.831,1032,274.91,5.57,-2.4,25
35083.862,1034,284.27,5.68,-1.2,25
35083.872,122,278.26,5.8,3.6,25
35083.884,231,279.91,20.64,3.5,25
35083.893,764,281.18,4.48,-2.4,25
35083.956,1014,289.64,3.29,-1.2,25
35083.956,811,288.77,5.63,2.4,25
35083.968,355,289.74,25.18,3.5,25
35083.977,771,290.86,3.1,1.2,25
35084.03,149,297.31,13.69,3.5,25
35084.04,287,299.16,1.45,-1.2,25
35084.061,1576,301.34,2.91,1.2,25
35084.061,1133,301.43,2.33,-2.4,25
35084.082,1602,304.23,3.83,1.2,25
35084.104,122,306.79,7.65,2.4,25
35084.114,1116,307.43,13.89,5.3,25
35084.124,1633,308.84,1.32,-2.4,25
35084.124,1987,308.92,4.73,6,25
35084.136,224,309.94,15.32,3.5,25
35084.167,1233,315.11,1.86,1.2,25
35084.167,1184,313.54,1.38,-2.4,25
35084.188,970,316.03,-0.16,2.4,25
35084.198,1303,316.07,8.26,2.4,25
35084.198,190,317.58,20.62,1.7,25
35084.208,1798,318.48,4.46,-1.2,25
35084.229,1413,321,5.14,3.6,25
35084.251,1123,323.49,1.9,-1.2,25
35084.251,1682,324.19,2.93,-1.2,25
35084.251,2039,323.88,3.17,-2.4,25
35084.282,1189,327.39,22.75,7,25
35084.292,912,328.82,0.81,-1.2,25
35084.292,740,328.53,4.51,3.6,25
35084.324,112,333.76,17.67,1.7,25
35084.324,156,332.91,17.56,1.7,25
35084.345,2934,333.61,6.68,7.2,25
35084.355,2126,336.15,4.37,6,25
35084.376,1729,339.05,1.52,1.2,25
35084.376,1482,338.69,1.73,2.4,25
35084.397,2611,341.97,5.83,7.2,25
35084.419,1452,343.77,0.27,2.4,25
35084.419,4087,344.17,2.33,8.4,25
35084.419,1234,344.23,6.05,6,25
35084.439,2632,347.02,0.33,-1.2,25
35084.45,251,346.68,9.64,3.6,25
35084.46,2233,349.31,2,4.8,25
35084.46,3839,349.58,0.89,1.2,25
35084.46,2741,348.87,5.8,9.6,25
35084.46,1913,348.87,4.17,4.8,25
35084.492,822,353.25,11.25,7,25
35084.502,3792,354.42,0.19,2.4,25
35084.502,153,358.14,-0.76,-1.2,25
35084.502,2656,354.65,4.66,7.2,25
35084.502,949,353.94,6.19,4.8,25
35084.522,4440,356.44,-0.36,1.2,25
35084.522,3494,356.46,2.81,9.6,25
35084.522,1963,356.82,3.72,6,25
35084.522,2350,357.18,5.28,8.4,25
35084.522,1323,357.18,6.53,4.8,25
35084.533,1380,357.19,8.65,6,25
35084.544,2281,359.7,3.9,-2.4,25
35084.544,696,359.33,4.96,2.4,25
35084.554,985,0.35,17.92,7,25
35084.565,324,2.18,-0.85,-1.2,25
35084.565,2211,1.8,1.31,2.4,25
35084.565,1231,2.21,5.31,6,25
35084.575,1740,2.86,12.07,8.8,25
35084.575,1960,2.22,9.76,9.6,25
35084.586,2304,4.38,4.38,1.2,25
35084.597,2123,7.73,11.58,8.8,25
35084.607,2803,6.56,5.49,8.4,25
35084.617,141,7.95,25.94,1.7,25
35084.617,643,7.28,8.02,3.6,25
35084.648,1241,11.58,0.02,1.2,25
35084.648,130,11.96,5.8,9.6,25
35084.66,864,12.97,12.02,5.3,25
35084.66,1558,13.23,14.41,8.8,25
35084.67,4291,14.11,2.94,-1.2,25
35084.67,4333,14.11,3.17,1.2,25
35084.67,3842,14.5,5.4,8.4,25
35084.67,2865,14.15,7.35,8.4,25
35084.681,112,15.77,25.06,3.5,25
35084.691,2411,17.38,3.96,-1.2,25
35084.691,2836,16.83,6.68,7.2,25
35084.691,4091,16.67,6.35,7.2,25
35084.702,2944,17.39,8.34,-2.4,25
35084.711,4702,19.2,5.58,14.5,25
35084.711,3903,19.6,5.42,8.4,25
35084.711,3441,19.56,5.89,6,25
35084.732,123,21.72,3.25,6,25
35084.732,1080,22.17,4.45,3.6,25
35084.744,1372,21.75,8.57,4.8,25
35084.744,112,22.11,8.33,-2.4,25
35084.753,1634,24.26,2.71,2.4,25
35084.774,3333,26.8,3.95,-1.2,25
35084.774,188,27.52,4.81,-3.6,25
35084.786,2474,28.17,11.63,7,25
35084.795,3002,29.31,2.46,1.2,25
35084.806,1429,30.7,10.44,3.5,25
35084.818,2095,31.87,5.75,4.8,25
35084.838,2563,34.69,6.73,8.4,25
35084.858,2813,36.91,2.3,2.4,25
35084.9,919,42.71,0.06,-1.2,25
35084.9,1725,42.25,5.68,3.6,25
35084.9,100,42.73,5.46,-3.6,25
35084.922,151,44.93,1.99,-1.2,25
35084.922,2173,45.25,1.64,-7.2,25
35084.922,431,44.54,1.47,1.2,25
35084.922,153,45.26,1.51,1.2,25
35084.963,973,51.2,1.12,1.2,25
35084.963,970,50.37,2.22,-1.2,25
35084.974,1348,51.03,12.41,5.3,25
35084.984,501,52.51,0.84,2.4,25
35084.984,522,53.58,1.65,-1.2,25
35085.005,971,54.75,2.1,1.2,25
35085.037,103,58.96,16.3,1.7,25
35085.047,2134,59.86,2.91,1.2,25
35085.068,514,62.41,2.44,2.4,25
35085.079,2020,64.03,14.04,3.5,25
35085.089,463,66.81,3.29,-2.4,25
35085.101,103,65,10.73,-1.2,25
35085.11,419,67.53,1.02,1.2,25
35085.121,1991,67.56,9.92,1.2,25
35086.767,1020,269.03,5.2,1.2,26
35086.767,1312,269.04,5.25,-1.2,26
35086.788,980,271.56,4.42,2.4,26
35086.809,364,274.09,-0.01,1.2,26
35086.85,399,278.45,0.8,-1.2,26
35086.862,1024,283.42,6.01,1.2,26
35086.893,1031,283.52,6.6,-1.2,26
35086.904,103,284.89,22.79,5.3,26
35086.934,1013,289.26,4.14,-1.2,26
35086.946,811,288.58,7.14,1.2,26
35086.946,260,290.42,18.01,1.7,26
35086.976,1024,294.31,3.32,1.2,26
35086.987,179,295.24,12.58,5.3,26
35086.987,644,295.16,17.6,3.5,26
35087.04,283,301.15,0.35,-1.2,26
35087.06,1581,304.14,3.1,-2.4,26
35087.06,1543,303.67,1.87,2.4,26
35087.06,132,304.41,6.55,2.4,26
35087.072,180,305.06,14.51,1.7,26
35087.081,1601,306.21,1.88,1.2,26
35087.081,1104,306.93,5.71,4.8,26
35087.093,233,307.84,15.32,3.5,26
35087.103,1245,315.77,1.55,-1.2,26
35087.123,1670,311.15,0.11,1.2,26
35087.123,973,311.52,0.37,2.4,26
35087.123,2110,311.53,2.42,4.8,26
35087.186,1193,319.84,1.1,1.2,26
35087.208,1831,321.15,3.7,1.2,26
35087.218,103,323.98,17.31,1.7,26
35087.218,341,323,16.88,3.5,26
35087.229,1133,324.37,1.43,-1.2,26
35087.229,1435,324.37,2.15,-1.2,26
35087.229,1689,326.05,2.86,-1.2,26
35087.229,2334,324,4.8,4.8,26
35087.249,1133,326.65,1.4,2.4,26
35087.249,1974,326.17,2.76,4.8,26
35087.26,1209,327.84,22.86,7,26
35087.27,1188,329.89,1.46,1.2,26
35087.27,913,328.7,0.92,-1.2,26
35087.291,1832,331.55,3.23,-2.4,26
35087.291,2583,331.23,3.33,4.8,26
35087.291,2235,331.51,6.18,8.4,26
35087.322,2957,333.8,6.95,7.2,26
35087.343,180,339.04,29.47,3.5,26
35087.355,1491,339.24,1.19,2.4,26
35087.355,4684,338.85,3.7,8.4,26
35087.365,1344,340.49,12.58,7,26
35087.375,1453,342.1,0.37,-1.2,26
35087.375,290,342.1,-0.58,2.4,26
35087.375,2629,341.83,6.6,7.2,26
35087.387,1682,342.14,9.66,6,26
35087.397,4110,343.92,2.83,8.4,26
35087.397,2272,344.35,2.53,6,26
35087.397,721,344.24,3.68,4.8,26
35087.418,103,346.48,5.63,1.2,26
35087.418,1379,347.2,5.19,6,26
35087.438,1860,348.99,-0.41,-2.4,26
35087.438,4715,349,1.16,1.2,26
35087.438,4362,349.72,3.44,8.4,26
35087.438,2480,349.01,6.64,9.6,26
35087.459,3782,351.73,0.55,-1.2,26
35087.481,2123,354.42,-0.51,1.2,26
35087.481,2682,354.3,4.18,7.2,26
35087.501,4802,356.58,-0.22,1.2,26
35087.501,137,357.68,-0.67,1.2,26
35087.501,3192,356.86,1.54,3.6,26
35087.501,4179,357.29,1.61,6,26
35087.501,3742,357.29,2.7,10.8,26
35087.501,2374,356.6,5.3,8.4,26
35087.501,1341,356.6,6.43,4.8,26
35087.513,1401,356.88,8.85,7.2,26
35087.522,2193,359.82,1.01,2.4,26
35087.522,4241,359.1,2.7,10.8,26
35087.522,2641,359.38,4.52,7.2,26
35087.532,641,0.76,16.23,3.5,26
35087.532,148,0.76,25.01,1.7,26
35087.542,2272,2.33,2.57,2.4,26
35087.542,2909,1.65,5.01,8.4,26
35087.553,1989,1.66,9.61,9.6,26
35087.553,1359,1.81,8.75,6,26
35087.575,2150,5.75,12.78,8.8,26
35087.586,313,6.68,-0.27,2.4,26
35087.586,214,7.04,2.25,-4.8,26
35087.596,140,8.08,21.92,3.5,26
35087.606,1244,9.22,-0.2,-1.2,26
35087.606,362,10.75,-0.9,-2.4,26
35087.617,2152,10.6,11.02,8.8,26
35087.617,713,10.6,16.15,5.3,26
35087.626,2900,12.47,6.83,8.4,26
35087.626,1630,11.75,5.64,4.8,26
35087.638,1582,13.12,13.82,8.8,26
35087.638,1864,13.38,14.04,10.6,26
35087.647,374,14.27,0.18,1.2,26
35087.647,3863,14.29,5.35,8.4,26
35087.647,3269,14.29,5.58,8.4,26
35087.668,2849,17.53,6.46,7.2,26
35087.679,2235,18.17,12.53,10.6,26
35087.679,2944,16.82,9.39,2.4,26
35087.689,3929,19.68,5.67,8.4,26
35087.701,1391,20.06,7.56,4.8,26
35087.701,213,19.75,8.29,-7.2,26
35087.711,2114,21.99,2.27,-7.2,26
35087.711,520,22.57,0.82,-1.2,26
35087.711,3273,22.17,3.72,-2.4,26
35087.711,4255,21.87,5.5,9.6,26
35087.764,1357,28.77,10.5,7,26
35087.774,592,30.15,1.89,1.2,26
35087.774,2111,30.16,5.59,4.8,26
35087.774,1260,29.53,5.7,3.6,26
35087.848,131,37.78,9.4,3.6,26
35087.879,1681,42.12,0.11,-2.4,26
35087.89,112,43.51,11.2,1.7,26
35087.89,110,43.52,14.84,5.3,26
35087.899,919,45.38,-0.27,2.4,26
35087.899,2143,44.68,0.92,-1.2,26
35087.899,94,45.4,1.44,1.2,26
35087.931,1363,48.61,12.25,5.3,26
35087.931,121,48.62,13.95,1.7,26
35087.941,974,51.31,1.35,1.2,26
35087.941,2383,49.76,1.55,1.2,26
35087.941,2540,49.78,2.74,1.2,26
35087.983,499,55.59,1.01,-1.2,26
35088.025,522,60.68,2.59,-1.2,26
35088.025,1120,60.7,2.34,1.2,26
35088.036,2036,61.85,13.47,7,26
35088.046,513,62.52,2.01,1.2,26
35088.057,111,63.91,14.54,-3.5,26
35088.067,1884,66.56,4.19,1.2,26
35088.088,112,67.63,5.09,2.4,26
35088.099,1993,67.65,9.6,1.2,26
35089.745,1316,269.28,5.4,-1.2,27
35089.766,1022,273.69,5.14,-1.2,27
35089.777,1165,272.71,11.75,3.5,27
35089.787,963,273.61,4.4,1.2,27
35089.818,293,277.79,16.96,3.5,27
35089.892,1028,286.25,5.49,-2.4,27
35089.913,1023,289.46,3.13,-2.4,27
35089.913,811,288.78,5.42,2.4,27
35090.018,1588,302.13,3.18,-1.2,27
35090.018,133,303.01,5.62,2.4,27
35090.049,1181,305.8,12.58,5.3,27
35090.06,1159,306.46,-0.11,-1.2,27
35090.06,1643,306.79,1.15,-1.2,27
35090.07,1161,308.11,13.86,5.3,27
35090.07,243,310.4,15.42,3.5,27
35090.08,1241,314.08,1.71,-1.2,27
35090.08,2165,309.49,1.15,2.4,27
35090.101,2124,311.84,2.63,4.8,27
35090.123,1210,314.22,1.33,1.2,27
35090.123,1259,313.86,6.54,4.8,27
35090.133,1319,313.87,7.89,3.6,27
35090.133,101,315.46,16.13,1.7,27
35090.133,152,315.22,16.21,1.7,27
35090.228,1633,327.05,4.1,-1.2,27
35090.248,2435,329.58,4.48,7.2,27
35090.269,911,332.09,0.37,-1.2,27
35090.269,1203,332.09,2.05,1.2,27
35090.269,1783,332.09,3.3,1.2,27
35090.269,1822,331.38,3.17,2.4,27
35090.28,198,333.01,26.25,5.3,27
35090.29,102,333.93,2.18,2.4,27
35090.29,3451,334.32,4.46,7.2,27
35090.29,234,334.31,5.54,4.8,27
35090.311,1490,336.44,2.34,1.2,27
35090.311,1960,336.76,6.79,8.4,27
35090.332,1432,339.74,0.81,-1.2,27
35090.352,2278,341.96,2.22,7.2,27
35090.352,3615,341.98,2.12,7.2,27
35090.352,1923,342.31,4.54,6,27
35090.374,4692,344.53,1.1,-1.2,27
35090.395,480,347.38,-0.49,-1.2,27
35090.395,2086,347.4,5.12,7.2,27
35090.395,1394,347.07,4.84,6,27
35090.416,2872,349.19,0.13,-1.2,27
35090.416,3814,351.68,0.84,1.2,27
35090.416,3862,349.93,0.96,1.2,27
35090.416,2910,349.21,0.86,-1.2,27
35090.437,3412,351.74,-0.15,1.2,27
35090.437,979,352.16,6.32,4.8,27
35090.458,2222,354.99,1.99,8.4,27
35090.458,2731,355,4.94,7.2,27
35090.478,1270,357.5,0.33,-1.2,27
35090.478,2254,357.2,0.64,-1.2,27
35090.478,4422,356.79,-0.61,1.2,27
35090.478,4796,356.79,-0.45,1.2,27
35090.478,3775,357.13,3.08,10.8,27
35090.478,3949,356.8,2.35,8.4,27
35090.478,1822,357.14,6.11,8.4,27
35090.478,714,357.02,4.62,2.4,27
35090.5,631,0.02,-0.6,-1.2,27
35090.5,2233,0.03,1.28,1.2,27
35090.5,2190,0.03,0.75,-1.2,27
35090.5,2590,359.34,5.4,10.8,27
35090.511,1786,0.91,11.55,7,27
35090.511,147,0.69,19.68,3.5,27
35090.511,3229,359.66,8.15,9.6,27
35090.532,1100,1.86,8.23,6,27
35090.541,2140,4.35,2.46,1.2,27
35090.541,322,4.35,-1.04,-1.2,27
35090.541,1561,4.78,-0.2,-3.6,27
35090.584,364,10.1,-0.97,-1.2,27
35090.594,896,10.77,10.88,5.3,27
35090.594,2182,10.77,10.9,8.8,27
35090.594,1224,11.02,16.42,7,27
35090.594,112,11.27,29.35,5.3,27
35090.626,4342,15.17,2.83,2.4,27
35090.626,2492,14.85,4.84,4.8,27
35090.626,2865,16.15,6.21,7.2,27
35090.646,4771,17.71,5.3,12,27
35090.646,2872,17,3.76,3.6,27
35090.668,2432,19.53,3.79,1.2,27
35090.71,3271,24.91,3.77,1.2,27
35090.71,2677,29.35,6.02,4.8,27
