时间(s),斜距(m),方位角（°）,俯仰角（°）,径向速度（m/s）,圈数
35028.527,253,64.63,-0.97,2.4,6
35030.226,983,270.18,4.37,2.4,7
35030.247,1012,273.83,5.12,-1.2,7
35030.247,1314,272.73,5.27,-1.2,7
35030.258,112,274.59,16.46,1.7,7
35030.258,112,274.35,24.48,1.7,7
35030.321,118,282.18,29.34,3.5,7
35030.331,759,282.83,4.21,-1.2,7
35030.342,1050,282.85,6.83,-1.2,7
35030.352,802,285.76,4.57,-2.4,7
35030.373,809,287.88,5.6,1.2,7
35030.415,1029,293.6,3.91,-1.2,7
35030.489,102,302.31,31.27,1.7,7
35030.499,1542,302.94,1.87,-2.4,7
35030.499,123,302.97,5.22,1.2,7
35030.54,1681,308,1.05,-1.2,7
35030.552,224,309.62,25.99,3.5,7
35030.561,1250,312.86,1.34,-1.2,7
35030.561,2253,311.21,1.34,4.8,7
35030.583,982,313.53,0.12,-2.4,7
35030.583,1772,313.75,3.11,-1.2,7
35030.583,1213,314.51,0.86,1.2,7
35030.604,1721,316.1,2.58,-2.4,7
35030.645,1752,320.83,2.67,2.4,7
35030.645,623,320.46,1.68,2.4,7
35030.666,1083,322.96,1.49,2.4,7
35030.666,1135,323.68,1.9,-1.2,7
35030.666,2226,322.98,4.86,9.6,7
35030.678,165,322.99,9.43,3.6,7
35030.688,1684,326.2,2.78,1.2,7
35030.698,683,327.14,13.31,3.5,7
35030.698,112,326.88,17.9,5.3,7
35030.709,1193,328.69,1.24,1.2,7
35030.719,197,329.86,16.08,3.5,7
35030.729,243,331.27,2.31,3.6,7
35030.751,1131,333.07,1.25,-1.2,7
35030.751,3250,333.54,4.26,6,7
35030.772,4296,336.33,2.4,8.4,7
35030.782,179,337.27,17.6,8.8,7
35030.782,229,337,25.93,3.5,7
35030.793,3735,338.42,3.62,7.2,7
35030.803,1381,338.91,9.23,3.6,7
35030.814,284,341.07,-1.17,-1.2,7
35030.814,1189,341.11,0.85,2.4,7
35030.814,2295,341.42,3.15,6,7
35030.866,2182,352.93,8.11,7.2,7
35030.876,4690,349,1.08,2.4,7
35030.876,4663,348.63,1.2,-2.4,7
35030.918,193,353.38,6.5,4.8,7
35030.929,1992,353.76,9.92,8.4,7
35030.929,314,354.74,17.38,5.3,7
35030.939,2134,355.87,-0.4,1.2,7
35030.96,94,359.1,-0.65,1.2,7
35030.96,152,359.1,-0.39,1.2,7
35030.96,2224,359.12,1.34,-1.2,7
35030.96,4439,359.12,3.52,9.6,7
35030.972,102,0.28,26.31,1.7,7
35030.981,2488,0.96,5.61,4.8,7
35030.992,2702,0.96,9.41,6,7
35030.992,129,1.68,7.94,-2.4,7
35031.002,2133,4.18,1.67,-3.6,7
35031.002,2293,4.2,4.57,-2.4,7
35031.013,2189,5.33,11.04,10.6,7
35031.023,2282,6.01,4.55,1.2,7
35031.034,1079,7.88,11.51,5.3,7
35031.044,1233,9.25,-0.04,1.2,7
35031.085,380,13.61,0.16,-1.2,7
35031.085,3105,14.36,5.06,6,7
35031.097,1304,15.01,16.62,7,7
35031.118,1339,17.77,18.34,5.3,7
35031.128,3280,18.72,6.7,8.4,7
35031.139,301,20.49,26.34,3.5,7
35031.16,445,22.62,27.2,3.5,7
35031.191,3311,26.57,4.12,1.2,7
35031.191,2179,26.3,6.32,4.8,7
35031.191,1413,26.74,6.98,4.8,7
35031.201,852,26.31,9.56,3.6,7
35031.212,2386,29.2,4.47,7.2,7
35031.223,1223,30.67,17.07,7,7
35031.233,531,32.03,1.51,2.4,7
35031.254,2545,34.58,6.9,4.8,7
35031.296,2891,38.92,3.42,1.2,7
35031.328,102,42.86,24.91,-3.5,7
35031.338,2161,44.71,1.71,-7.2,7
35031.338,2040,44.32,4.21,3.6,7
35031.349,140,44.74,8.6,3.6,7
35031.359,1354,46.79,5.45,3.6,7
35031.4,504,52.17,1.58,-1.2,7
35031.463,1122,59.63,2.29,1.2,7
35031.474,1036,61.15,13.53,1.7,7
35031.495,121,63.21,24.44,-1.7,7
35031.505,253,64.36,-0.69,2.4,7
35033.204,1024,270.54,4.73,-1.2,8
35033.236,1991,274.66,12.2,1.7,8
35033.236,128,274.19,29.68,1.7,8
35033.278,1011,278.6,6.69,1.2,8
35033.288,751,280.38,3.23,-1.2,8
35033.299,254,281.76,10.7,1.7,8
35033.33,773,285.44,3.08,-2.4,8
35033.33,1033,285.46,5.99,2.4,8
35033.394,220,293.4,0.68,1.2,8
35033.394,1033,293.28,4.12,2.4,8
35033.404,191,294.64,14.08,1.7,8
35033.414,1075,295.55,3.96,-1.2,8
35033.435,1093,298.76,2.17,-1.2,8
35033.435,1602,298.77,2.39,-1.2,8
35033.435,2162,298.78,4.7,4.8,8
35033.456,1063,301.53,1.58,1.2,8
35033.477,1542,303.08,2.89,-2.4,8
35033.498,1350,305.61,6.57,7.2,8
35033.539,1210,315.26,0.61,-1.2,8
35033.561,1728,316.15,3.14,-1.2,8
35033.571,103,315.64,14.47,5.3,8
35033.582,1772,316.4,3.4,1.2,8
35033.582,1243,315.89,1.22,2.4,8
35033.582,127,315.48,3.27,4.8,8
35033.582,193,315.83,5.14,2.4,8
35033.592,173,315.5,8.61,2.4,8
35033.624,2997,320.87,6.56,7.2,8
35033.666,2790,326.3,8.18,14.5,8
35033.687,1205,328.76,2.36,-2.4,8
35033.687,2394,328.41,5.01,4.8,8
35033.707,2409,331.35,4.83,8.4,8
35033.719,1582,331.02,9.18,6,8
35033.729,184,336.58,-1.19,1.2,8
35033.729,229,333.49,-0.71,-1.2,8
35033.729,1789,333.14,3.06,1.2,8
35033.729,3043,333.59,3.5,8.4,8
35033.729,843,333.58,6.83,4.8,8
35033.749,1473,336.4,2.63,-1.2,8
35033.749,3875,335.72,3.61,8.4,8
35033.749,1921,336.06,5.87,7.2,8
35033.761,2546,335.74,7.95,7.2,8
35033.771,1752,338.25,2.4,2.4,8
35033.771,1445,338.25,0.35,-2.4,8
35033.771,3760,338.27,3.88,7.2,8
35033.792,2313,341.53,2.84,6,8
35033.792,2031,341.24,6.79,6,8
35033.792,1223,341.21,6.97,7.2,8
35033.813,1502,343.37,5.03,6,8
35033.823,1033,344.73,11.42,5.3,8
35033.834,2933,346.61,1.11,-1.2,8
35033.855,4689,348.42,1.42,1.2,8
35033.855,1022,349.13,-0.81,1.2,8
35033.855,211,349.16,5.19,4.8,8
35033.855,870,349.16,4.5,4.8,8
35033.876,3811,350.97,0.76,-1.2,8
35033.876,4751,351.32,2.29,7.2,8
35033.876,1392,350.97,6.92,7.2,8
35033.886,696,352.33,11.42,7,8
35033.896,145,354.18,-0.77,1.2,8
35033.896,2273,355.55,3.81,6,8
35033.907,2016,353.51,9.22,8.4,8
35033.907,1288,353.79,9.73,6,8
35033.917,3729,356,-0.51,-1.2,8
35033.917,3975,356,-0.82,-1.2,8
35033.917,2123,356,-0.73,1.2,8
35033.928,2204,356.34,7.97,7.2,8
35033.938,2242,359.24,0.77,1.2,8
35033.938,4294,358.8,0.28,7.2,8
35033.949,2369,359.26,8.07,-6,8
35033.959,1421,1.76,-0.4,1.2,8
35033.959,2214,1.05,1.25,2.4,8
35033.959,3403,1.4,3.84,8.4,8
35033.959,2504,1.07,5.5,4.8,8
35033.959,2666,1.55,4.26,2.4,8
35033.971,534,1.42,8.57,4.8,8
35033.981,1734,4.11,6.71,6,8
35034.001,314,6.47,0.05,-1.2,8
35034.001,2314,6.57,4.53,2.4,8
35034.012,1096,7.77,10.95,7,8
35034.022,4702,9.36,0.21,-1.2,8
35034.033,102,10.31,14.65,1.7,8
35034.043,4346,11.91,2.98,-1.2,8
35034.043,2809,11.63,7.15,8.4,8
35034.064,1649,13.74,5.52,4.8,8
35034.064,1389,14.03,7.5,4.8,8
35034.086,2540,16.99,6.55,8.4,8
35034.148,1354,24.59,3.51,3.6,8
35034.148,3276,23.89,3.66,-1.2,8
35034.148,2072,24.27,6.64,4.8,8
35034.19,3012,28.94,2.81,-1.2,8
35034.211,529,32.31,1.5,1.2,8
35034.232,3460,34,4.12,2.4,8
35034.253,2350,36.53,6.33,7.2,8
35034.295,2084,41.58,1.17,-2.4,8
35034.295,2383,41.58,1.45,2.4,8
35034.295,2101,42.31,0.95,1.2,8
35034.306,1523,42.97,10.18,3.5,8
35034.327,142,45.53,28.36,-1.7,8
35034.347,120,48.33,25.97,1.7,8
35034.358,524,49.64,0.65,2.4,8
35034.358,2581,49.23,4.1,-1.2,8
35034.358,1915,49.48,5.2,2.4,8
35034.368,128,49.25,8.53,3.6,8
35034.368,2038,50.62,10.26,1.7,8
35034.379,1404,52.12,6.83,3.6,8
35034.39,1835,51.81,8.46,4.8,8
35034.41,1544,54.35,8.82,3.6,8
35034.421,495,57.26,1.24,2.4,8
35034.442,198,59.41,-0.02,1.2,8
35034.463,1330,62.68,-0.37,1.2,8
35034.463,522,61.97,1.94,2.4,8
35034.505,1019,67.07,2.59,1.2,8
35036.182,1041,270.93,4.98,-2.4,9
35036.204,982,273.45,4.95,2.4,9
35036.235,965,277.09,14.2,3.5,9
35036.256,94,278.75,9.34,-2.4,9
35036.256,202,279.63,22.52,3.5,9
35036.276,1205,282.14,12.54,3.5,9
35036.298,1042,283.8,6.75,-2.4,9
35036.308,809,286.31,5.27,-1.2,9
35036.308,1031,285.61,5.61,1.2,9
35036.329,810,288.13,5.56,1.2,9
35036.371,1042,293.89,4.03,2.4,9
35036.392,1064,296.13,3.7,2.4,9
35036.403,149,297.58,29.98,7,9
35036.413,682,298.23,0.46,1.2,9
35036.413,1098,298.23,3.3,-1.2,9
35036.434,1123,300.76,1.91,-1.2,9
35036.434,1618,300.76,3.88,2.4,9
35036.476,739,305.79,0.29,-1.2,9
35036.476,1634,305.8,2.23,1.2,9
35036.476,1591,305.8,1.74,-2.4,9
35036.487,101,307.65,13.98,5.3,9
35036.487,151,307.65,13.69,5.3,9
35036.518,2281,311.11,1.28,3.6,9
35036.53,110,315.51,25.08,1.7,9
35036.539,1219,314.02,1.5,1.2,9
35036.539,1741,314.04,3.1,-1.2,9
35036.539,284,313.7,-0.56,-1.2,9
35036.539,2402,313.35,5.27,7.2,9
35036.561,1225,316.35,1.78,-1.2,9
35036.561,980,316.35,0.36,-2.4,9
35036.561,1251,315.66,2,1.2,9
35036.581,1732,318.53,2.09,1.2,9
35036.581,1781,318.88,4.79,2.4,9
35036.592,209,320.02,22.45,1.7,9
35036.602,1192,320.94,1.13,2.4,9
35036.624,1131,323.16,2.54,-1.2,9
35036.644,1152,326.4,1.6,-2.4,9
35036.644,2900,326.41,3.26,8.4,9
35036.665,251,328.19,-0.53,1.2,9
35036.665,913,328.9,0.89,-1.2,9
35036.665,2460,329.81,5.31,7.2,9
35036.665,2109,328.59,5.1,7.2,9
35036.686,1212,330.72,2.27,-2.4,9
35036.686,1813,331.36,3.14,-2.4,9
35036.686,1212,331.07,1.81,1.2,9
35036.696,253,332.09,22.85,3.5,9
35036.696,1600,330.76,9.52,6,9
35036.706,1461,333.25,2.27,1.2,9
35036.706,3072,333.71,3.47,8.4,9
35036.706,2055,333.66,6.86,8.4,9
35036.728,1470,336.56,1.5,-1.2,9
35036.728,4342,336.24,3.12,7.2,9
35036.728,3720,336.21,3.07,6,9
35036.738,1063,337.5,14.52,7,9
35036.738,1669,337.71,17.22,7,9
35036.738,1394,335.86,9.7,3.6,9
35036.75,4102,338.39,3.34,7.2,9
35036.75,4920,338.66,2.43,6,9
35036.75,3030,338.4,4.26,7.2,9
35036.75,1594,338.82,6.6,6,9
35036.759,129,340.06,24.86,3.5,9
35036.771,1013,341.29,0.02,-1.2,9
35036.771,3294,341.34,2.91,8.4,9
35036.791,3605,343.49,2.12,4.8,9
35036.791,93,344.19,0.1,3.6,9
35036.791,4065,344.2,2.05,6,9
35036.791,2423,344.22,4.87,7.2,9
35036.832,4505,348.56,3.76,8.4,9
35036.832,2224,349.28,2.21,7.2,9
35036.832,1422,348.9,5.62,6,9
35036.854,3813,351.1,0.8,1.2,9
35036.854,2633,351.11,5.13,9.6,9
35036.874,145,354.32,-0.38,-2.4,9
35036.874,3311,353.63,2.48,8.4,9
35036.874,1009,354.02,6.11,6,9
35036.886,285,355.01,26.77,3.5,9
35036.895,99,356.84,-0.89,-2.4,9
35036.895,4422,356.15,2.02,7.2,9
35036.895,2325,356.2,3.44,6,9
35036.906,2226,356.18,7.61,8.4,9
35036.906,200,358.01,28.56,1.7,9
35036.916,2585,359.39,4.7,7.2,9
35036.927,975,0.04,14.72,5.3,9
35036.927,384,0.28,28.42,3.5,9
35036.927,2351,358.68,7.63,-4.8,9
35036.927,2736,359.4,8.29,7.2,9
35036.937,333,1.87,-0.95,1.2,9
35036.937,2668,1.2,6.54,8.4,9
35036.958,2253,3.73,3.74,1.2,9
35036.958,2310,4.07,4.71,-2.4,9
35036.969,2600,4.44,7.51,6,9
35036.99,1114,7.61,10.65,7,9
35037.011,2033,10.64,12.42,8.8,9
35037.011,733,10.16,10.48,1.7,9
35037.032,2830,11.33,7.36,8.4,9
35037.032,1351,12.7,16.01,7,9
35037.053,100,13.87,9.48,3.6,9
35037.053,1969,13.87,9.71,9.6,9
35037.064,4313,16.39,3.07,1.2,9
35037.064,2553,16.4,6.4,7.2,9
35037.085,1162,19.26,1.78,2.4,9
35037.085,4385,18.92,3.92,7.2,9
35037.085,2745,19.36,5.52,8.4,9
35037.095,3058,18.95,7.41,8.4,9
35037.126,1014,24.71,2.55,2.4,9
35037.126,2595,24.72,4.89,7.2,9
35037.146,3335,27.25,4.13,2.4,9
35037.157,1254,28.11,16.69,7,9
35037.189,534,32.29,1.45,2.4,9
35037.189,1974,31.94,5.65,3.6,9
35037.2,122,33.46,25.05,1.7,9
35037.21,3422,34.84,3.98,-1.2,9
35037.231,2089,36.66,5,4.8,9
35037.273,423,41.71,1.82,1.2,9
35037.273,2113,42.15,1.17,1.2,9
35037.283,113,43.12,26.92,1.7,9
35037.294,2111,44.98,0.93,-3.6,9
35037.326,110,48.2,16.62,3.5,9
35037.336,514,52.22,1.38,-1.2,9
35037.347,1630,49.39,8,4.8,9
35037.347,1120,51,15.37,3.5,9
35037.357,111,51.93,6.8,-2.4,9
35037.377,492,55.18,0.87,-1.2,9
35037.42,494,59.58,1.6,1.2,9
35037.42,101,59.58,1.99,2.4,9
35037.42,1127,60.3,2.17,1.2,9
35037.462,252,65.41,-0.48,2.4,9
35039.14,1310,268.89,5.37,-1.2,10
35039.14,1043,268.59,5.33,-2.4,10
35039.16,1003,271.41,4.77,-2.4,10
35039.16,230,271.1,3.86,8.4,10
35039.181,944,273.58,3.81,1.2,10
35039.234,1013,279.03,7.08,-1.2,10
35039.265,763,283.35,4.62,2.4,10
35039.276,103,284.94,13.15,-1.7,10
35039.286,1049,286.34,6.45,2.4,10
35039.307,809,288.41,5.21,1.2,10
35039.328,781,290.92,1.69,-1.2,10
35039.349,1078,293.77,4.49,2.4,10
35039.391,2192,299.18,4.97,4.8,10
35039.412,1550,301.33,2.17,1.2,10
35039.434,1132,303.83,0.98,-1.2,10
35039.454,1602,305.99,1.15,1.2,10
35039.465,113,307.38,24.18,5.3,10
35039.475,1410,308.5,3.95,3.6,10
35039.485,112,309.85,15.45,3.5,10
35039.496,982,310.99,0.12,-1.2,10
35039.496,332,310.99,-0.69,1.2,10
35039.507,121,312.37,13.63,8.8,10
35039.517,973,314.08,0.08,1.2,10
35039.517,1770,314.08,3.04,-1.2,10
35039.517,220,313.49,5.96,2.4,10
35039.537,494,315.87,2.86,12,10
35039.549,1287,316.32,6.92,3.6,10
35039.569,2556,319.11,8.28,8.4,10
35039.58,229,320.88,0.15,2.4,10
35039.601,1892,323.39,2.34,-1.2,10
35039.601,2315,323.7,2.53,3.6,10
35039.601,2721,324.12,8.24,-1.2,10
35039.601,1725,323.42,5.08,4.8,10
35039.612,1700,323.43,9.35,6,10
35039.622,2386,325.94,5.21,7.2,10
35039.643,1213,329.98,2.09,-2.4,10
35039.643,2439,328.44,5.39,6,10
35039.663,1193,331.64,1.84,1.2,10
35039.663,1473,331.65,2.57,-1.2,10
35039.663,2481,331.67,5.77,7.2,10
35039.675,1615,330.98,9.31,6,10
35039.685,1696,333.83,5.05,6,10
35039.706,180,336.04,-0.83,1.2,10
35039.706,1479,336.77,2.04,1.2,10
35039.716,1083,337.93,14.24,7,10
35039.716,1113,337.93,19.09,8.8,10
35039.727,1183,339.32,0.74,-1.2,10
35039.727,1845,339.34,6.26,6,10
35039.748,2193,341.15,2.48,4.8,10
35039.768,2445,344,4.66,7.2,10
35039.768,1018,343.71,7.51,6,10
35039.779,2256,344.42,7.8,8.4,10
35039.79,469,346.21,-0.38,-1.2,10
35039.79,2296,346.21,1.67,-2.4,10
35039.79,3165,346.22,1.85,3.6,10
35039.79,1602,346.59,5.36,7.2,10
35039.8,475,347.88,22.23,5.3,10
35039.811,4671,348.74,1.1,1.2,10
35039.811,419,349.45,-1.02,-1.2,10
35039.811,1434,348.77,6.39,6,10
35039.821,209,351.39,28.59,3.5,10
35039.831,2242,351.27,-0.32,-1.2,10
35039.852,3964,353.82,0.6,-1.2,10
35039.852,3451,354.55,5.09,9.6,10
35039.863,386,355.21,20.55,3.5,10
35039.863,2071,353.84,8.74,9.6,10
35039.863,1320,353.84,8.8,6,10
35039.875,4425,356.33,-0.54,1.2,10
35039.875,3723,356.33,-0.62,1.2,10
35039.875,3844,356.35,2.63,6,10
35039.875,2798,356.72,1.73,4.8,10
35039.875,1900,356.36,5.31,7.2,10
35039.894,2283,359.57,3.35,-1.2,10
35039.894,2191,358.86,0.8,-2.4,10
35039.894,2143,359.26,4.65,4.8,10
35039.894,1468,359.28,5.67,6,10
35039.906,2221,0.71,11.31,8.8,10
35039.906,303,0.25,23.81,1.7,10
35039.915,2233,1.39,3.08,2.4,10
35039.915,3260,1.82,5.33,8.4,10
35039.915,2694,1.72,6.65,9.6,10
35039.947,1135,5.76,10.82,7,10
35039.957,314,7.13,-0.52,1.2,10
35039.957,1510,7.17,7.45,4.8,10
35039.968,1910,6.46,8.62,9.6,10
35039.989,1095,8.99,7.02,4.8,10
35039.999,4341,12.21,3.06,-1.2,10
35040.01,1683,12.88,17.24,8.8,10
35040.02,1481,14.39,-0.38,1.2,10
35040.062,2405,19.37,3.65,2.4,10
35040.062,2765,19.12,5.34,8.4,10
35040.074,3050,19.56,8.64,-2.4,10
35040.074,127,20.49,24.49,5.3,10
35040.083,521,21.64,0.87,-1.2,10
35040.083,2122,21.64,1.87,-7.2,10
35040.083,3783,21.99,4.81,7.2,10
35040.083,2881,21.65,7.07,8.4,10
35040.104,112,24.51,-0.71,-2.4,10
35040.104,2290,24.18,2.33,3.6,10
35040.125,3306,27.28,3.36,-1.2,10
35040.146,2381,29.25,6.27,6,10
35040.167,2279,32.11,6.09,4.8,10
35040.178,1213,31.79,8.73,4.8,10
35040.209,2104,36.84,5.23,6,10
35040.242,93,41.23,13.72,3.5,10
35040.272,2174,44.43,1.43,-7.2,10
35040.303,1133,48.87,14.92,3.5,10
35040.314,507,53.77,1.67,1.2,10
35040.314,2354,49.52,1.67,1.2,10
35040.346,103,53.64,17.59,-1.7,10
35040.355,483,55.33,0.9,1.2,10
35040.355,971,54.61,2.24,1.2,10
35040.355,493,55.35,0.59,-2.4,10
35040.377,1418,57.84,4.58,1.2,10
35040.377,1804,57.19,6.59,2.4,10
35040.388,112,62.06,19.48,-1.7,10
35040.418,1333,62.26,-0.36,-1.2,10
35040.418,519,62.27,1.57,2.4,10
35040.439,1635,64.84,5.58,1.2,10
35042.118,1013,270.95,5,2.4,11
35042.17,1285,274.99,11.2,1.7,11
35042.201,772,278.43,3.05,-1.2,11
35042.233,219,282.85,14.03,3.5,11
35042.243,810,283.53,5.79,-1.2,11
35042.263,1043,286.42,5.55,-2.4,11
35042.285,811,288.6,5.47,2.4,11
35042.316,102,292.5,22.08,1.7,11
35042.359,874,297.82,16.98,5.3,11
35042.369,1090,299.11,2,-2.4,11
35042.39,284,301.92,1.7,1.2,11
35042.39,1541,301.61,2.96,2.4,11
35042.401,278,302.61,19.18,5.3,11
35042.411,1624,303.76,3.72,1.2,11
35042.423,144,305.35,10.97,8.8,11
35042.423,103,305.61,25.73,3.5,11
35042.432,1603,306.29,1.4,1.2,11
35042.464,172,310.42,28.34,3.5,11
35042.495,982,313.61,0.31,2.4,11
35042.495,1760,319.21,1.95,-1.2,11
35042.495,1243,313.62,2.08,-2.4,11
35042.516,1230,316.19,1.72,1.2,11
35042.516,989,316.13,0.58,-2.4,11
35042.516,530,316.85,2.39,12,11
35042.527,641,318,15.25,5.3,11
35042.537,280,319.37,2.3,2.4,11
35042.558,3070,321.54,6.44,7.2,11
35042.58,1117,323.63,2.08,1.2,11
35042.6,110,326.86,1.09,4.8,11
35042.6,2409,326.51,4.61,6,11
35042.6,1793,326.18,4.82,4.8,11
35042.621,871,328.64,0.24,-1.2,11
35042.641,2502,331.9,5.63,6,11
35042.683,4490,336.59,2.69,8.4,11
35042.683,2093,336.56,3.38,4.8,11
35042.694,1383,337.63,11.59,5.3,11
35042.694,1111,337.63,13.65,8.8,11
35042.694,1136,338.13,18.33,7,11
35042.705,1461,339.51,0.57,-1.2,11
35042.725,2221,342.07,2.52,6,11
35042.757,2281,344.31,7.54,8.4,11
35042.757,218,345.78,26.89,3.5,11
35042.769,2301,346.44,1.35,1.2,11
35042.769,1621,346.46,5.15,7.2,11
35042.789,3825,349.68,0.87,-1.2,11
35042.789,1862,348.97,-0.52,-2.4,11
35042.789,2902,349.28,0.89,1.2,11
35042.81,3793,352.21,0.51,-1.2,11
35042.81,2882,351.51,0.58,1.2,11
35042.81,2350,351.52,7.14,9.6,11
35042.82,394,352.9,19.68,3.5,11
35042.83,143,354.75,-0.67,-1.2,11
35042.842,989,355.63,17.75,5.3,11
35042.851,4790,356.56,-0.59,1.2,11
35042.851,4442,356.56,-0.36,1.2,11
35042.851,4010,356.91,-0.22,2.4,11
35042.851,2814,356.56,1.89,4.8,11
35042.872,2212,359.08,0.68,1.2,11
35042.872,4561,359.09,3.09,9.6,11
35042.872,2564,359.82,5.29,7.2,11
35042.872,1490,359.11,5.45,6,11
35042.883,2249,0.7,10.52,8.8,11
35042.894,2200,2.32,1.93,-2.4,11
35042.894,2807,2.04,5.24,7.2,11
35042.894,1394,2.33,6.46,6,11
35042.915,2192,4.13,2.99,1.2,11
35042.915,1561,4.57,-0.23,-3.6,11
35042.915,601,4.85,3.19,3.6,11
35042.915,3049,4.87,4.91,8.4,11
35042.915,3769,4.15,4.78,6,11
35042.915,1139,4.87,4.47,6,11
35042.925,1153,5.52,10.68,5.3,11
35042.925,1464,5.53,17.09,8.8,11
35042.925,2590,4.49,8.53,8.4,11
35042.925,319,5.53,27.03,1.7,11
35042.935,982,6.67,2.07,3.6,11
35042.956,363,9.57,-0.88,-2.4,11
35042.956,2232,9.64,4.24,2.4,11
35042.956,3416,9.22,5.54,6,11
35042.956,4104,9.92,5.66,6,11
35042.967,1596,10.57,12.83,7,11
35042.967,1398,10.57,15.92,8.8,11
35042.977,4273,12.75,2.79,-1.2,11
35042.988,896,13.33,13,5.3,11
35042.998,2593,14.78,6.33,6,11
35042.998,2969,14.26,5.14,6,11
35043.061,2265,22.22,6.2,6,11
35043.072,1216,23.67,24.08,8.8,11
35043.082,2641,24.35,4.55,7.2,11
35043.093,1294,25.7,16.2,5.3,11
35043.103,3328,26.87,3.85,-2.4,11
35043.103,4300,26.87,5.66,3.6,11
35043.103,2130,27.58,5.71,6,11
35043.124,2996,29.74,2.64,2.4,11
35043.124,602,29.38,1.8,-1.2,11
35043.124,562,29.73,1.09,1.2,11
35043.166,1398,34.44,3.99,3.6,11
35043.188,2234,36.98,1.74,-1.2,11
35043.208,1981,39.54,6.74,3.6,11
35043.229,1684,42.78,0.69,-1.2,11
35043.25,2125,44.61,1.28,1.2,11
35043.271,2383,47.63,1.57,-1.2,11
35043.292,981,50.38,1.14,1.2,11
35043.292,972,50.11,2.27,-1.2,11
35043.313,512,56.75,1.99,-1.2,11
35043.313,512,57.13,2.32,-1.2,11
35043.355,504,59.95,2,2.4,11
35043.355,1423,57.39,4.88,1.2,11
35043.355,1629,57.83,6.68,2.4,11
35043.418,250,65.72,-0.76,2.4,11
35045.116,1330,271.05,5.34,-1.2,12
35045.137,951,274.28,3.77,1.2,12
35045.137,1016,273.57,4.96,1.2,12
35045.149,1296,275.08,11.7,3.5,12
35045.169,1053,277.92,6.58,-1.2,12
35045.19,130,280.23,15.34,-3.5,12
35045.242,1022,286.23,5.36,-2.4,12
35045.253,102,287.59,21.91,1.7,12
35045.263,764,288.73,2.77,1.2,12
35045.305,968,294.5,1.68,-2.4,12
35045.305,299,293.8,1.72,1.2,12
35045.347,1088,299.4,2.36,1.2,12
35045.368,281,302.07,0.82,-1.2,12
35045.41,869,306.75,1.47,3.6,12
35045.431,1662,309.62,0.1,-1.2,12
35045.431,1220,313.82,1.69,-1.2,12
35045.452,1671,311.45,0.35,1.2,12
35045.473,1730,313.92,2.22,-4.8,12
35045.494,984,317,0.38,1.2,12
35045.516,1190,318.84,0.38,-1.2,12
35045.516,1230,319.2,1.76,1.2,12
35045.516,1719,318.82,2.02,2.4,12
35045.526,2609,318.85,9.59,8.4,12
35045.536,2556,321.71,4.29,7.2,12
35045.557,1140,323.85,2.21,-2.4,12
35045.557,2787,323.86,8.32,-15.7,12
35045.568,1734,324.57,9.44,8.4,12
35045.598,884,328.87,0.7,-2.4,12
35045.609,101,330.53,29.89,3.5,12
35045.619,1205,331.77,2.53,-1.2,12
35045.619,904,332.13,0.26,-1.2,12
35045.619,1799,332.13,3.27,-1.2,12
35045.619,171,332.13,-0.28,1.2,12
35045.619,1831,332.15,3.35,1.2,12
35045.619,2522,331.45,4.94,7.2,12
35045.641,491,334.29,-0.4,1.2,12
35045.641,537,334.64,-0.26,-1.2,12
35045.662,1463,336.47,2.77,1.2,12
35045.662,4609,337.21,2.64,6,12
35045.662,4176,337.21,2.4,9.6,12
35045.683,1473,339.03,0.74,-2.4,12
35045.683,2281,339.76,3.52,4.8,12
35045.693,1418,340.92,10.31,5.3,12
35045.693,510,339.79,8.71,4.8,12
35045.704,2640,342.31,4.17,8.4,12
35045.704,1569,342.31,5.72,6,12
35045.725,3711,344.34,2.14,6,12
35045.725,1178,344.83,2.21,6,12
35045.735,2309,344.51,7.33,8.4,12
35045.746,3522,347.35,0.68,1.2,12
35045.746,2334,346.64,1.24,1.2,12
35045.746,461,346.64,-0.23,1.2,12
35045.746,4201,346.65,3.38,9.6,12
35045.757,1291,346.67,7.42,4.8,12
35045.767,3395,349.88,0.39,-1.2,12
35045.767,1859,349.88,-0.39,-2.4,12
35045.767,1415,349.43,5.72,7.2,12
35045.788,3372,351.69,-0.05,1.2,12
35045.798,314,353.21,23.66,3.5,12
35045.798,2123,352.18,8.25,9.6,12
35045.819,1510,355.61,18.42,5.3,12
35045.829,4422,356.74,-0.49,1.2,12
35045.829,1713,357.44,0.05,-1.2,12
35045.829,4791,356.74,-0.49,1.2,12
35045.829,2235,357.44,0.31,1.2,12
35045.829,2273,0.1,1.81,-1.2,12
35045.829,3321,0.32,3.7,7.2,12
35045.85,2343,359.99,6.82,9.6,12
35045.85,1314,359.99,4.82,6,12
35045.861,2277,0.64,10.53,10.6,12
35045.871,2161,2.14,2.19,-1.2,12
35045.871,2203,2.5,2.1,1.2,12
35045.871,2832,1.81,5.09,7.2,12
35045.893,2252,4.74,3.27,2.4,12
35045.893,1160,4.63,4.44,7.2,12
35045.893,1229,5.04,6.2,4.8,12
35045.913,1233,7.55,0.22,-2.4,12
35045.913,2259,6.85,4.9,-1.2,12
35045.913,708,7.59,4.64,2.4,12
35045.934,1235,9.67,-0.04,2.4,12
35045.945,1422,10.76,14.78,8.8,12
