时间(s),斜距(m),方位角（°）,俯仰角（°）,径向速度（m/s）,圈数
42610.871,2861,352.78,4.69,8.4,33
42610.882,641,354.17,20.72,5.3,33
42610.903,641,356.9,17.89,5.3,33
42610.913,2803,358.27,4.47,6,33
42610.927,1467,357.85,9.77,6,33
42610.927,834,359.2,12.59,7,33
42610.955,1655,3.14,5.34,8.4,33
42610.966,1391,2.9,6.99,6,33
42610.966,859,4.25,15.77,5.3,33
42610.966,624,4.5,20.23,5.3,33
42610.987,1124,7,10.46,5.3,33
42611.029,570,11.83,18,5.3,33
42611.05,945,16.37,14.42,5.3,33
42611.071,1144,17.1,12.29,7,33
42611.071,830,16.88,17.48,5.3,33
42611.112,1470,21.28,8.38,6,33
42611.112,724,22.41,17.72,5.3,33
42611.134,997,24.44,12.94,5.3,33
42611.134,704,24.45,19.91,5.3,33
42611.219,694,34.75,14.38,5.3,33
42613.294,977,286.09,13.7,5.3,34
42613.336,420,291.34,22.04,7,34
42613.399,916,298.73,10.95,7,34
42613.399,565,298.98,18.78,5.3,34
42613.546,1332,318.53,10.1,6,34
42613.588,1245,320.62,10.21,6,34
42613.588,765,321.27,17.88,7,34
42613.609,1208,322.45,8.63,6,34
42613.675,1422,330.38,9.72,6,34
42613.675,955,331.36,14.41,5.3,34
42613.675,672,331.42,15.99,5.3,34
42613.692,1490,332.56,7.9,6,34
42613.692,478,333.96,24.91,5.3,34
42613.692,398,334.44,28.19,5.3,34
42613.704,2183,335.43,6.42,8.4,34
42613.714,1300,338.29,8.77,6,34
42613.714,1492,335.47,9.27,9.6,34
42613.714,652,336.68,13.67,5.3,34
42613.734,935,343.62,12.5,5.3,34
42613.776,1260,343.63,10.12,6,34
42613.776,763,345.96,13.47,5.3,34
42613.798,731,346.93,17.66,5.3,34
42613.828,2940,350.37,4.76,6,34
42613.839,1525,350.38,8.6,7.2,34
42613.839,1274,350.38,8.1,6,34
42613.902,619,359.82,15.57,5.3,34
42613.965,591,6.9,16.25,5.3,34
42614.007,952,12.43,13.48,5.3,34
42614.028,963,14.74,11.7,7,34
42614.049,895,18.44,11.61,5.3,34
42614.092,731,22.22,19.37,5.3,34
42614.132,952,26.46,9.31,6,34
42614.196,1710,33.74,7.41,6,34
42614.282,1253,45.28,11.49,5.3,34
42614.447,775,65.69,15.9,-5.3,34
42616.167,657,273.65,14.46,5.3,35
42616.293,445,288.76,21.12,7,35
42616.408,331,302.94,39.16,7,35
42616.44,931,306.62,15.4,5.3,35
42616.461,733,309.35,12.47,5.3,35
42616.482,925,311.79,12.92,8.8,35
42616.502,816,314.02,11.51,7,35
42616.502,1300,313.2,7.71,6,35
42616.526,1354,319.05,9.76,6,35
42616.526,528,316.38,22.29,5.3,35
42616.544,788,318.9,17.26,7,35
42616.566,1272,320.06,10.24,6,35
42616.587,980,323.91,11.37,5.3,35
42616.66,1843,332.68,4.71,6,35
42616.691,1332,337.18,9.21,6,35
42616.712,992,339.13,13.42,5.3,35
42616.734,731,342.15,18.39,5.3,35
42616.776,753,346.77,18.09,7,35
42616.796,1772,347.94,7.69,6,35
42616.796,1206,348.66,9.38,7.2,35
42616.796,712,352.15,14.09,5.3,35
42616.82,1428,350.83,8.87,7.2,35
42616.828,1926,353.01,5.43,6,35
42616.828,2533,353.29,4.63,8.4,35
42616.838,781,354.38,15.17,5.3,35
42616.849,2744,355.94,4.23,6,35
42616.86,665,356.91,18.91,7,35
42616.88,1485,358.39,8.62,7.2,35
42616.88,634,359.46,16.52,5.3,35
42616.902,1142,1.98,10.78,7,35
42616.922,548,4.57,16.8,5.3,35
42616.922,558,4.51,20,5.3,35
42616.986,924,12.06,11.78,5.3,35
42616.986,962,12.54,13.02,7,35
42617.09,1033,24.69,11.49,5.3,35
42617.132,571,29.77,21.55,7,35
42617.258,1266,44.94,10.7,5.3,35
42619.208,793,281.3,11.75,5.3,36
42619.251,469,286.34,20.8,8.8,36
42619.271,600,289.09,19.3,5.3,36
42619.386,350,302.79,36.2,7,36
42619.439,952,308.99,14.35,7,36
42619.459,495,311.44,26.51,5.3,36
42619.48,542,314.46,20.48,5.3,36
42619.502,1371,320.24,9.8,6,36
42619.524,1246,318.37,9.27,7.2,36
42619.628,446,332.14,21.09,5.3,36
42619.649,1346,335.56,8.97,6,36
42619.67,681,336.72,14.06,5.3,36
42619.691,921,339.26,12.34,8.8,36
42619.701,1392,340.45,8.16,6,36
42619.774,749,355.57,14.78,5.3,36
42619.795,1569,351.36,7.83,8.4,36
42619.816,749,356.28,14.38,5.3,36
42619.816,569,355.04,15.29,5.3,36
42619.837,889,356.04,11.36,6,36
42619.837,644,358.65,16.16,5.3,36
42619.837,688,357.07,17.64,5.3,36
42619.848,2855,358.24,3.8,7.2,36
42619.881,710,2.13,14.44,5.3,36
42619.9,570,4.89,19.26,5.3,36
42619.921,609,7.39,21.1,5.3,36
42619.943,992,9.68,12.91,5.3,36
42619.943,675,9.92,21.61,7,36
42619.964,733,12.67,12.48,5.3,36
42619.994,1545,16.27,7.24,6,36
42620.027,1008,20.06,9.6,6,36
42620.068,770,25.02,17.74,5.3,36
42620.099,2011,29.21,5.22,6,36
42620.14,1721,33.88,5.29,6,36
42620.152,640,34.93,13.75,5.3,36
42620.174,1630,36.11,6.89,6,36
42620.174,1363,36.11,7.28,6,36
42622.27,591,291.46,17.61,5.3,37
42622.354,969,301.79,13.57,5.3,37
42622.397,733,306.57,12.24,5.3,37
42622.459,1320,312.66,8.68,8.4,37
42622.459,843,314.01,12.33,5.3,37
42622.543,1382,325.96,10.06,7.2,37
42622.543,433,324.13,20.89,5.3,37
42622.606,1349,336.81,8.54,6,37
42622.606,712,331.71,15.01,7,37
42622.627,663,334.29,18.13,5.3,37
42622.648,413,337.32,24.97,5.3,37
42622.711,1273,344.42,11.16,7,37
42622.711,604,344.78,20.14,5.3,37
42622.734,1084,347.45,10.2,5.3,37
42622.734,788,346.98,17.68,7,37
42622.753,733,349.66,14.54,5.3,37
42622.774,1271,350.67,7.58,6,37
42622.774,654,352.53,19.7,5.3,37
42622.795,903,355.5,10.96,6,37
42622.795,584,358.99,16.43,5.3,37
42622.804,3002,356.43,4.02,9.6,37
42622.804,2104,356.1,4.35,6,37
42622.816,772,357.09,14.68,5.3,37
42622.838,853,358.29,10.72,6,37
42622.838,626,0.14,21.33,5.3,37
42622.859,1230,2.18,10.2,7,37
42622.878,1174,4.07,9.96,6,37
42622.922,981,10.02,12.88,8.8,37
42622.962,1554,13.48,8.21,6,37
42622.962,932,15.32,12.67,5.3,37
42623.004,1022,19.25,9.23,6,37
42623.046,790,24.95,16.25,7,37
42623.077,2031,28.99,5.42,6,37
42623.109,642,32.52,13.87,5.3,37
42623.109,612,32.53,19.74,7,37
42623.12,1379,34.06,7.13,7.2,37
42623.13,1721,35.68,6.23,6,37
42623.214,624,45.42,20.33,5.3,37
42625.164,823,281.45,11.38,5.3,38
42625.269,1092,293.02,7.95,7.2,38
42625.332,1031,302.77,9.7,6,38
42625.416,1219,311.84,11.43,5.3,38
42625.416,912,311.62,15.36,5.3,38
42625.437,1040,314.13,13.33,5.3,38
42625.437,995,314.3,13.87,10.6,38
42625.479,1315,318.51,10.36,6,38
42625.479,441,319.64,22.34,5.3,38
42625.605,712,334.82,13.88,5.3,38
42625.626,433,336.91,23.78,5.3,38
42625.647,1363,338.07,8.4,6,38
42625.668,1208,340.63,8.33,6,38
42625.668,532,342.5,26.87,5.3,38
42625.678,2560,343.17,4.82,8.4,38
42625.689,989,344.53,10.59,5.3,38
42625.71,800,349.27,17.43,5.3,38
42625.772,1515,353.31,9.23,7.2,38
42625.782,1320,355.83,6.56,7.2,38
42625.794,783,357.17,14.43,5.3,38
42625.794,674,357.17,15.26,5.3,38
42625.794,571,357.43,15.51,7,38
42625.794,601,357.18,22.95,5.3,38
42625.814,739,359.96,13.11,5.3,38
42625.835,1235,2.24,11.29,5.3,38
42625.835,599,3.83,20.36,5.3,38
42625.858,1192,3.41,9.55,6,38
42625.858,644,4.76,14.39,5.3,38
42625.878,1522,5.92,8.33,6,38
42625.898,991,9.83,12.69,7,38
42625.962,782,17.91,18.23,5.3,38
42625.982,990,18.6,9.2,6,38
42626.003,359,22.99,26.28,5.3,38
42626.024,810,25.51,15.51,5.3,38
42626.046,644,27.56,14.06,5.3,38
42626.067,1573,29.13,8.07,6,38
42626.077,1654,31.25,6.82,6,38
42626.087,636,32.62,18.31,8.8,38
42626.108,1729,34.04,8.31,7.2,38
42626.318,735,60.58,15.35,-5.3,38
42628.311,542,301.82,26.28,5.3,39
42628.331,1050,302.99,9.4,6,39
42628.353,531,306.87,23.72,5.3,39
42628.394,1214,311.13,7.72,6,39
42628.394,925,311.76,14.73,5.3,39
42628.416,1054,314.36,13.02,5.3,39
42628.436,1034,316.8,10.42,5.3,39
42628.436,1011,316.8,13.59,7,39
42628.479,1429,321.18,8.55,6,39
42628.499,1266,323,10.56,6,39
42628.52,712,327.33,14.87,5.3,39
42628.52,700,327.09,19.91,5.3,39
42628.562,1311,330.55,10.51,6,39
42628.562,910,330.55,9.53,6,39
42628.562,722,332.39,17.24,5.3,39
42628.562,686,331.91,17.13,5.3,39
42628.584,1391,334.25,9.05,6,39
42628.584,433,334.82,22.56,5.3,39
42628.636,2241,341.12,6.23,7.2,39
42628.646,1515,340.73,9.42,6,39
42628.646,1310,342.08,10.88,5.3,39
42628.646,1004,342.58,10.71,7,39
42628.646,629,342.1,21.31,5.3,39
42628.646,552,342.11,26.58,5.3,39
42628.667,536,345.14,23.25,5.3,39
42628.73,733,354.04,15.96,5.3,39
42628.74,2608,353.68,5.47,8.4,39
42628.751,783,354.98,11.77,5.3,39
42628.751,619,359.47,18.64,5.3,39
42628.751,613,354.81,23.07,8.8,39
42628.771,594,357.57,15.7,5.3,39
42628.771,619,0.26,17.79,5.3,39
42628.803,2954,1.01,4.28,6,39
42628.813,1244,3.39,10.47,5.3,39
42628.824,1391,3.54,7.78,6,39
42628.877,1013,9.94,12.73,7,39
42628.919,919,15,15.19,5.3,39
42628.919,1020,13.65,9.13,7.2,39
42628.919,801,16.79,17.94,5.3,39
42628.982,733,22.64,13.64,5.3,39
42628.991,1579,24.48,6.61,8.4,39
42629.002,2011,25.73,6.67,6,39
42629.002,1127,25.35,10.32,8.8,39
42629.002,824,25.62,15.55,5.3,39
42629.012,2064,27.01,5.44,6,39
42629.055,1630,31.36,5.82,6,39
42629.055,1715,31.59,5.77,10.8,39
42629.066,664,33.21,17.24,8.8,39
42631.162,1033,285.85,8.54,6,40
42631.247,620,296.88,16.66,5.3,40
42631.268,571,299.41,15.69,5.3,40
42631.31,1015,304.45,11.7,10.6,40
42631.372,1250,312.13,10.84,5.3,40
42631.372,592,311.89,16.99,5.3,40
42631.456,1299,320.64,8.35,6,40
42631.467,1213,323.5,7.47,6,40
42631.52,890,329.52,10.84,5.3,40
42631.541,1410,333.1,8.39,6,40
42631.561,1398,335.26,7.41,6,40
42631.583,1050,337.43,13.77,5.3,40
42631.583,543,339.41,21.17,5.3,40
42631.635,2101,344.12,6.62,10.8,40
42631.645,772,344.77,18.15,5.3,40
42631.666,701,347.78,14.85,5.3,40
42631.666,760,347.78,15.63,5.3,40
42631.687,1273,351.76,10.52,7,40
42631.687,714,349.84,13.07,5.3,40
42631.708,1312,351.01,8.71,6,40
42631.708,711,352.64,16.7,5.3,40
42631.708,632,352.39,22.12,5.3,40
42631.718,2013,353.55,6.64,6,40
42631.729,799,355.39,11.44,7,40
42631.751,625,358.62,17.83,5.3,40
42631.771,624,359.95,16.7,5.3,40
42631.792,809,2.48,13.7,5.3,40
42631.813,1265,5.29,11.29,7,40
42631.833,1013,8.9,9.91,5.3,40
42631.877,1051,12.58,13.76,5.3,40
42631.938,733,21.62,13.6,5.3,40
42631.948,2316,21.33,5.03,7.2,40
42632.012,2049,29.35,6.28,10.8,40
42632.012,1440,29.31,7.36,6,40
42632.316,895,66.13,10.85,-5.3,40
42634.204,633,294.8,19.85,5.3,41
42634.224,1070,297.55,11.02,8.8,41
42634.267,531,302.15,17.55,5.3,41
42634.309,895,307.43,10.66,7,41
42634.329,913,309.65,14,7,41
42634.329,609,309.93,16.08,5.3,41
42634.372,1207,313.98,8.66,6,41
42634.392,1455,319.47,9.21,6,41
42634.392,1375,316.12,9.78,7.2,41
42634.414,1064,319.74,13.17,8.8,41
42634.497,1342,329.02,9.61,6,41
42634.497,706,329.94,16.18,5.3,41
42634.519,1234,332.24,11.31,5.3,41
42634.519,1422,330.85,8.57,6,41
42634.519,466,332.25,20.75,5.3,41
42634.539,1641,333.42,8.5,6,41
42634.539,962,334.77,14.48,5.3,41
42634.56,990,337.29,12.79,7,41
42634.56,1043,337.53,13.42,5.3,41
42634.56,524,337.3,22.29,5.3,41
42634.582,772,339.86,11.52,5.3,41
42634.592,2282,341.02,5.58,7.2,41
42634.602,1552,341.75,8.54,6,41
42634.613,2049,343.57,5.88,7.2,41
42634.623,643,344.92,14.03,5.3,41
42634.623,581,345.15,18.79,5.3,41
42634.634,1551,346.1,6.9,7.2,41
42634.644,1151,346.11,9.61,6,41
42634.665,1294,350.47,10.85,5.3,41
42634.665,804,353.29,15.38,5.3,41
42634.686,833,352.79,14.66,5.3,41
42634.707,821,355.3,11.56,7,41
42634.717,2223,356.48,5.72,7.2,41
42634.728,1384,356.6,8.37,6,41
42634.728,653,358.92,18.82,5.3,41
42634.738,1859,358.75,7.45,6,41
42634.749,1445,359.19,8.58,6,41
42634.759,1495,1.28,6.62,7.2,41
42634.77,1288,2.49,9.63,6,41
42634.77,628,2.64,15.58,5.3,41
42634.791,595,5.17,16.08,5.3,41
42634.791,643,6.39,17.67,5.3,41
42634.811,682,7.68,15.54,5.3,41
42634.833,1021,9.3,10.89,6,41
42634.854,1060,12.97,11.71,5.3,41
42634.926,2454,21.48,5.65,6,41
42634.968,2102,26.54,5.38,7.2,41
42634.979,1671,27.25,7.63,6,41
42634.99,1753,29.06,6.31,7.2,41
42637.014,606,274.88,19.12,7,42
42637.097,914,284.77,13.14,5.3,42
42637.244,943,302.2,10.14,5.3,42
42637.308,622,309.73,15.3,5.3,42
42637.37,1042,317.42,11.85,5.3,42
42637.37,953,318.83,13.51,5.3,42
42637.416,1470,320.87,8.96,6,42
42637.416,1089,322.23,11.69,10.6,42
42637.433,1232,323.42,8.62,7.2,42
42637.455,1207,325.92,8.09,6,42
42637.455,980,327.51,10.79,7,42
42637.477,1360,329.14,9.78,6,42
42637.517,976,334.93,14.49,5.3,42
42637.517,1656,333.56,8.47,6,42
42637.538,768,337.94,17.21,5.3,42
42637.559,1052,340.51,10.15,7,42
42637.559,566,340.22,21.56,5.3,42
42637.57,2289,341.19,5.55,8.4,42
42637.581,1574,341.92,8.36,7.2,42
42637.581,1009,342.57,12.47,5.3,42
42637.591,2653,344.12,5.23,7.2,42
42637.633,1892,348.81,6.6,7.2,42
42637.644,1314,351.54,10.71,5.3,42
42637.653,2046,352.04,5.26,6,42
42637.664,852,353.17,14.36,5.3,42
42637.685,973,355.21,12.17,7,42
42637.685,823,355.46,14.67,7,42
42637.707,1244,358.2,11.36,8.8,42
42637.729,1626,359.26,8.27,8.4,42
42637.748,1524,1.41,8.69,6,42
42637.748,633,2.76,15.77,5.3,42
42637.769,608,5.28,16.18,5.3,42
42637.79,1250,6.53,8.44,6,42
42637.79,1304,6.72,9.26,6,42
42637.79,1045,7.79,12.54,7,42
42637.811,1072,10.82,11.09,5.3,42
42637.832,950,13.36,13.83,5.3,42
42637.842,1653,14.03,5.27,6,42
42637.853,629,15.9,21.51,5.3,42
42637.916,1071,22.38,8.24,8.4,42
42637.926,2121,24.59,5.45,6,42
42637.947,2104,27.11,6.28,9.6,42
42637.968,1735,29.67,6.95,7.2,42
42637.982,714,30.6,12.39,5.3,42
42637.999,1824,32.48,7.62,8.4,42
42638.084,1361,41.87,8.17,6,42
42640.16,661,296.41,19.87,7,43
42640.181,651,297.22,16.81,5.3,43
42640.202,1075,299.96,10.4,10.6,43
42640.224,364,304.04,35.32,5.3,43
42640.244,932,305.02,10.5,5.3,43
42640.349,964,317.53,13.49,5.3,43
42640.37,1461,319.16,9.4,7.2,43
42640.391,1492,320.98,9.19,7.2,43
42640.433,895,327.39,12.58,7,43
42640.433,883,327.66,16.03,8.8,43
42640.454,939,330.36,11.85,7,43
42640.518,1443,336.86,7.29,6,43
42640.518,733,337.75,12.6,5.3,43
42640.518,526,338.01,19.83,5.3,43
42640.538,1199,340.08,11.25,5.3,43
42640.559,1029,342.63,13.39,7,43
42640.569,2131,344.18,5.05,7.2,43
42640.579,1193,343.82,9.41,6,43
42640.6,1988,346.36,7.12,7.2,43
42640.6,794,348.21,14.36,5.3,43
42640.632,2064,351.83,5.5,7.2,43
42640.642,870,353.28,14.49,5.3,43
42640.663,840,355.81,14.99,5.3,43
42640.706,1363,359.05,7.03,6,43
42640.726,670,3.04,13.2,5.3,43
42640.726,625,3.41,15.8,5.3,43
42640.747,1041,5.66,12.14,5.3,43
42640.747,1756,4.1,8.06,6,43
42640.747,1264,4.8,8.92,6,43
42640.768,1062,7.95,11.79,7,43
42640.81,651,13,21.3,7,43
42640.852,782,18.52,13.16,5.3,43
42640.852,881,18.53,15.52,5.3,43
42640.894,1092,22.46,8.69,6,43
42640.904,2140,24.27,5.4,6,43
42640.914,910,26.11,13.6,7,43
42640.946,1756,29.33,6.82,6,43
42640.946,1290,29.33,6.92,7.2,43
42640.978,1849,32.24,7.54,7.2,43
42643.18,975,299.87,11.13,5.3,44
42643.243,379,307.76,34.08,5.3,44
42643.307,1272,313.53,7.6,6,44
42643.328,493,317.41,21.53,5.3,44
42643.348,1334,318.56,7.7,6,44
42643.39,1144,324.94,10.58,8.8,44
42643.41,1363,326.14,8.81,6,44
42643.41,971,327.53,9.93,5.3,44
42643.41,790,327.8,14.33,5.3,44
42643.432,955,330.26,11.65,5.3,44
42643.495,575,337.87,21.53,5.3,44
42643.516,1043,340.68,11.61,7,44
42643.537,1104,343.25,10.66,5.3,44
42643.537,721,342.76,18.4,7,44
42643.548,1922,343.94,5.34,7.2,44
42643.558,1199,343.95,9.09,6,44
42643.558,1631,351.19,8.59,6,44
42643.621,760,352.91,16.35,5.3,44
42643.642,859,355.92,14.31,5.3,44
42643.674,314,358.9,41.45,5.3,44
42643.705,673,3.38,14.62,7,44
42643.725,1072,6.01,11.88,5.3,44
42643.725,663,5.53,15.76,5.3,44
42643.725,684,5.78,16.94,5.3,44
42643.767,1349,9.22,9.39,7.2,44
42643.809,846,15.86,15.2,7,44
42643.83,783,18.37,12.7,5.3,44
42643.851,1109,19.31,9.19,7.2,44
42643.903,1785,28.89,7.46,7.2,44
42643.945,1869,32.27,7.6,6,44
42646.179,970,302.52,10.96,5.3,45
42646.2,1000,305.04,13.29,8.8,45
42646.221,669,307.57,13.13,5.3,45
42646.242,392,310.32,31.89,5.3,45
42646.284,1293,313.65,7.81,7.2,45
42646.284,1422,316.14,10.08,6,45
42646.305,1370,321.1,10.06,5.3,45
42646.305,1086,317.5,11.32,7,45
42646.305,505,317.52,20.98,5.3,45
42646.315,1359,321.13,8.93,7.2,45
42646.325,1315,318.67,10.23,6,45
42646.389,798,328.11,13.27,5.3,45
42646.409,1294,330.75,10.74,5.3,45
42646.409,970,330.12,11.24,5.3,45
42646.451,1595,334.61,7.83,6,45
42646.493,745,340.33,17.67,7,45
42646.515,1806,341.5,7.89,6,45
42646.515,1119,342.87,10.79,5.3,45
42646.535,1636,344.05,8.06,7.2,45
42646.547,2033,347.3,6.28,8.4,45
42646.558,905,350.91,13.19,5.3,45
42646.577,1323,349.71,8.74,6,45
42646.577,1595,349.85,8.59,7.2,45
42646.577,1363,351.43,9.88,6,45
42646.577,733,350.5,14.07,5.3,45
42646.599,1021,353.03,10.85,5.3,45
42646.609,1980,354.91,4.84,6,45
42646.609,1411,354.49,7.15,6,45
42646.609,1771,354.91,7.97,7.2,45
42646.629,332,358.43,38.73,7,45
42646.662,792,0.86,14.93,5.3,45
42646.674,3192,1.79,4.42,7.2,45
42646.682,690,3.88,14.43,5.3,45
42646.692,1293,4.7,8.14,6,45
42646.704,402,6.15,22.87,7,45
42646.725,1349,7.83,8.23,6,45
42646.766,1070,13.43,9.73,7,45
42646.797,1363,17.31,7.02,6,45
42646.808,542,18.77,17.75,5.3,45
42646.871,1144,24.51,8.43,7.2,45
42646.892,1381,27.74,9.7,6,45
42646.997,1411,39.67,7.74,6,45
42649.031,648,287.51,17.76,5.3,46
42649.073,770,293.02,12.36,5.3,46
42649.116,1000,297.59,10.77,5.3,46
42649.179,1025,305.19,12.23,8.8,46
42649.2,1232,307.91,10.4,5.3,46
42649.2,684,307.71,12.86,5.3,46
42649.241,404,312.79,30.53,5.3,46
42649.262,1441,317.37,9.56,7.2,46
42649.304,976,320.18,12.8,5.3,46
42649.326,523,323.2,19.36,5.3,46
42649.346,1011,325.21,14.06,5.3,46
42649.367,811,327.74,13.31,5.3,46
42649.377,1736,328.88,5.67,7.2,46
42649.388,1308,330.26,10.63,5.3,46
42649.408,600,333.3,21.71,5.3,46
42649.429,1601,334.72,8.01,7.2,46
42649.451,1020,337.89,11.69,5.3,46
42649.451,623,338.09,20.65,5.3,46
42649.514,1646,347.51,7.87,6,46
42649.514,1098,345.55,10.55,7,46
42649.524,2105,347.44,4.57,6,46
42649.534,1341,347.45,7.82,6,46
42649.556,789,350.74,16.73,5.3,46
42649.578,892,353.18,11.64,5.3,46
42649.598,835,355.71,11.38,5.3,46
42649.598,352,357.63,35.88,7,46
42649.619,710,359.42,16.62,5.3,46
42649.65,1934,1.95,5.83,6,46
42649.661,1314,2.65,6.66,6,46
42649.661,702,3.53,13.79,5.3,46
42649.681,1122,5.8,11.57,5.3,46
42649.702,1324,7.7,9,6,46
42649.702,1070,8.81,12.78,7,46
42649.702,433,8.75,21.79,7,46
42649.723,1124,11.08,8.51,6,46
42649.745,1025,13.36,12.6,5.3,46
42649.745,924,13.37,15.69,5.3,46
42649.766,809,15.89,12.83,5.3,46
42649.786,1733,17.43,7.96,7.2,46
42649.807,1150,20.32,9.41,6,46
42649.838,2189,25.05,6.3,7.2,46
42649.859,1774,27.18,6.53,7.2,46
42649.87,1128,28.54,11.81,5.3,46
42649.901,1412,32.24,6.38,7.2,46
42649.933,629,36.13,15.8,5.3,46
42651.862,717,270.49,17.34,5.3,47
42652.114,1114,300.32,11.15,7,47
42652.156,364,305.64,33.3,5.3,47
42652.221,1353,312.09,7.19,6,47
42652.241,539,315.32,19.47,5.3,47
42652.241,420,315.49,29.48,5.3,47
42652.282,994,320.37,12.5,5.3,47
42652.282,1398,320.39,8.63,6,47
42652.324,1005,326.63,10.2,5.3,47
42652.366,1220,329.11,7.67,8.4,47
42652.387,615,333.56,21.17,5.3,47
42652.429,1161,336.96,8.24,7.2,47
42652.429,1033,338.12,12.07,5.3,47
42652.45,1850,339.65,7.62,6,47
42652.491,1682,345.11,7.51,7.2,47
42652.491,752,345.76,17.01,5.3,47
42652.502,2082,347.64,6.7,7.2,47
42652.523,3026,349.88,4.67,6,47
42652.534,631,351.11,15.85,7,47
42652.534,803,350.84,16.34,5.3,47
42652.554,1535,352.01,8.51,7.2,47
42652.576,372,357.31,33.89,7,47
42652.585,1339,0.56,7.6,6,47
42652.596,721,359.84,16.04,5.3,47
42652.596,376,358.69,35.53,5.3,47
42652.617,1603,359.6,7.85,7.2,47
42652.638,1124,3.71,10.97,5.3,47
42652.638,770,3.94,11.71,5.3,47
42652.659,1057,5.96,11.62,5.3,47
42652.681,1341,7.15,8.5,6,47
42652.681,1094,8.49,12.15,5.3,47
42652.722,914,14.04,13.32,5.3,47
42652.722,516,14.04,17.07,5.3,47
42652.765,1753,17.58,7.86,7.2,47
42652.816,1630,24.82,6.41,6,47
42652.816,2212,25.2,5.74,7.2,47
42652.828,1182,25.16,8.11,6,47
42652.828,548,26.38,15.98,5.3,47
42652.838,1856,27.7,6.47,7.2,47
42652.848,986,28.71,11.55,5.3,47
42654.883,719,275.41,12.32,5.3,48
42655.114,1074,302.96,12.22,7,48
42655.155,380,309.1,30.96,5.3,48
42655.197,1023,313.38,10.34,5.3,48
42655.197,752,313.38,13.13,5.3,48
42655.219,552,315.43,18.01,5.3,48
42655.219,433,317.53,28.28,5.3,48
42655.26,1414,319.84,8.45,6,48
42655.26,1053,319.48,8.56,8.4,48
42655.323,1453,326.7,9.72,6,48
42655.344,1250,330.56,9.8,10.6,48
42655.375,2229,334.28,4.02,6,48
42655.387,634,335.83,17.97,5.3,48
42655.428,1869,340.08,7.54,7.2,48
42655.428,1254,340.91,8.21,6,48
42655.438,1401,341.91,6.81,13.3,48
42655.47,1700,344.87,8.24,7.2,48
42655.47,765,345.82,13.22,5.3,48
42655.501,1665,349.52,6.83,6,48
42655.501,1924,350.23,6.87,8.4,48
42655.512,711,350.88,16.29,5.3,48
42655.533,1421,353.32,9.48,6,48
42655.533,801,354.99,14.27,5.3,48
42655.553,859,356.2,10.74,7,48
42655.553,391,357.02,31.48,7,48
42655.595,733,1.04,13.4,5.3,48
42655.606,1359,5.52,8.26,6,48
42655.639,1073,6.11,11.44,7,48
42655.721,1290,16.72,10.85,8.8,48
42655.794,2234,25.68,6.41,8.4,48
42655.805,1209,25.42,7.46,7.2,48
42655.805,880,26.81,14.65,7,48
42655.805,628,26.48,16.55,5.3,48
42655.827,1004,28.84,10.88,5.3,48
42655.837,1872,30.72,5.56,6,48
42655.847,712,31.37,16.49,7,48
42655.889,899,36.42,11.74,8.8,48
42656.142,1005,67.3,11.4,-5.3,48
42657.966,670,287.93,21.6,5.3,49
42658.217,1433,316.96,7.8,6,49
42658.217,1018,318.02,11.65,5.3,49
42658.217,459,319.28,27.24,5.3,49
42658.217,433,318.52,27.2,5.3,49
42658.303,1469,327.11,9.4,7.2,49
42658.324,636,330.9,20.44,5.3,49
42658.343,1275,331.83,10.21,7.2,49
42658.405,1886,340.21,7.54,6,49
42658.405,1643,339.83,8.37,6,49
42658.405,1271,340.21,8.49,6,49
42658.447,1209,345.31,7.49,6,49
42658.447,780,346.2,12.99,5.3,49
42658.471,828,348.97,16.2,5.3,49
42658.48,1693,350.36,6.69,6,49
42658.48,1947,349.65,6.73,8.4,49
42658.51,1294,353.76,10.7,7,49
42658.51,1430,352.19,8.6,6,49
42658.51,670,353.55,14.93,7,49
42658.531,880,356.32,10.71,5.3,49
42658.531,409,356.8,30.29,7,49
42658.542,320,358.42,38.39,7,49
42658.552,733,0.89,16.56,5.3,49
42658.585,1363,2.3,6.55,6,49
42658.605,1314,5.51,7.17,6,49
42658.615,1378,6.33,8.46,7.2,49
42658.636,1141,7.35,10.3,6,49
42658.679,1046,13.77,9.69,5.3,49
42658.7,835,16.3,12.3,7,49
42658.7,1373,15.24,10.39,6,49
42658.73,1434,20.01,6.73,8.4,49
42658.784,805,26.62,12.71,5.3,49
42658.804,663,30.63,14.22,5.3,49
42658.814,1886,30.13,5.34,6,49
42658.953,1115,47.18,10.87,-5.3,49
42661.048,1140,301.16,11.32,8.8,50
42661.071,766,303.69,13.06,5.3,50
42661.112,621,308.72,13.98,8.8,50
42661.153,1059,313.74,10.66,5.3,50
42661.153,579,313.39,16.67,5.3,50
42661.153,408,313.86,28.76,5.3,50
42661.195,1039,318.19,11.4,5.3,50
42661.195,474,318.69,27.31,5.3,50
42661.195,418,318.69,26.27,7,50
42661.279,1493,326.87,9.2,7.2,50
42661.279,1044,328.23,11.21,5.3,50
42661.3,864,331.24,13.19,8.8,50
42661.3,646,330.74,19.67,5.3,50
42661.321,919,333.81,10.87,5.3,50
42661.363,674,338.59,21.29,5.3,50
42661.384,1289,340.23,8.54,6,50
42661.384,1910,339.91,7.22,7.2,50
42661.415,1222,345,7.58,6,50
