时间(s),斜距(m),方位角（°）,俯仰角（°）,径向速度（m/s）,圈数
70704.256,1041,292.39,3.96,1.2,31
70704.266,1711,293.04,15.25,12.3,31
70704.318,1555,299.55,2.61,-2.4,31
70704.318,284,299.96,1.62,-1.2,31
70704.339,1592,302.48,3.99,1.2,31
70704.36,280,304.3,0.7,1.2,31
70704.381,1630,306.81,1.45,1.2,31
70704.381,1670,306.82,1.17,-1.2,31
70704.423,965,311.67,0,2.4,31
70704.423,1222,312.38,1.52,2.4,31
70704.423,324,311.67,-0.66,1.2,31
70704.444,1741,314.61,3.16,-2.4,31
70704.465,1245,316.71,2.08,-2.4,31
70704.486,1776,319.47,2.63,2.4,31
70704.507,1434,321.76,1.51,1.2,31
70704.507,1151,321.72,2.24,-2.4,31
70704.539,2501,325.62,11.5,8.8,31
70704.591,1452,332.53,2.26,-2.4,31
70704.612,1823,335.09,3.03,1.2,31
70704.633,1779,336.94,2.73,1.2,31
70704.633,189,337.63,-0.99,-1.2,31
70704.633,1150,337.26,1.09,-1.2,31
70704.653,1474,339.8,0.8,2.4,31
70704.696,4693,345.29,0.76,-1.2,31
70704.696,472,344.58,-0.08,-1.2,31
70704.717,2631,347.84,0.71,-2.4,31
70704.738,3800,350,0.62,-1.2,31
70704.8,4795,357.19,0.04,-1.2,31
70704.8,2242,357.2,1.97,-2.4,31
70704.821,330,0.98,-0.43,-1.2,31
70704.821,2264,359.71,2.9,2.4,31
70704.821,2263,0.43,2.17,-1.2,31
70704.821,2270,3.25,4.23,-1.2,31
70704.842,2141,2.59,2.19,-1.2,31
70704.842,2203,2.23,3.37,1.2,31
70704.885,319,7.28,0.76,1.2,31
70704.905,4294,14.3,2.78,1.2,31
70704.905,4341,10.52,3.03,-1.2,31
70704.926,4270,12.78,2.81,-3.6,31
70704.989,2122,19.94,3.3,-8.4,31
70705.01,103,22.46,-0.72,-1.2,31
70705.01,3303,23.48,3.91,-1.2,31
70705.051,245,27.52,0.58,-1.2,31
70705.051,3015,27.67,2.71,-2.4,31
70705.073,581,30.05,1.91,-1.2,31
70705.115,3392,35.12,3.65,1.2,31
70705.115,4940,35.12,4.34,-2.4,31
70705.157,2363,40.17,1.07,1.2,31
70705.178,2120,43.05,1.35,1.2,31
70705.198,999,45.98,1.04,-1.2,31
70705.198,150,45.26,0.61,1.2,31
70705.22,112,47.79,0.24,-2.4,31
70705.231,1458,49.19,11.35,-5.3,31
70705.241,473,50.34,-0.25,1.2,31
70705.261,527,53.61,2.31,-2.4,31
70705.282,2129,57.68,2.7,-1.2,31
70705.304,2133,58.29,2.67,2.4,31
70705.358,2951,63.12,8.73,3.6,31
70707.045,1004,269.81,4.51,2.4,32
70707.065,1030,272.33,5.17,-2.4,32
70707.076,2135,272.99,14.6,7,32
70707.118,1022,277.04,6.69,1.2,32
70707.128,774,279.17,3.51,1.2,32
70707.16,1050,282.06,7,1.2,32
70707.191,772,287.05,3.71,-1.2,32
70707.191,808,287.42,5.55,-2.4,32
70707.213,240,289.91,2.56,-1.2,32
70707.254,1022,294.98,3.5,1.2,32
70707.254,2161,294.98,2.49,-1.2,32
70707.254,1071,294.28,4.16,-1.2,32
70707.296,1094,299.32,2.51,1.2,32
70707.296,283,300.03,0.76,1.2,32
70707.339,1593,305.07,2.82,-1.2,32
70707.339,254,304.36,-0.75,-1.2,32
70707.401,1227,311.78,1.41,1.2,32
70707.423,973,314.31,0.34,1.2,32
70707.443,1770,317.32,4.04,2.4,32
70707.464,253,319.7,1.64,3.6,32
70707.506,1160,324.34,2.28,1.2,32
70707.526,1634,327.21,2.98,-1.2,32
70707.526,882,327.07,0.24,2.4,32
70707.569,494,332.6,-0.55,-1.2,32
70707.569,1790,334.86,2.74,1.2,32
70707.59,1488,334.75,2.91,-1.2,32
70707.59,1778,335.13,2.46,-1.2,32
70707.59,1821,334.71,3.27,2.4,32
70707.653,1872,342.55,1.8,2.4,32
70707.675,4683,345.32,0.75,-1.2,32
70707.675,2915,345.32,0.83,-1.2,32
70707.695,3842,347.54,0.7,1.2,32
70707.695,3801,347.87,0.87,-3.6,32
70707.695,2302,347.56,1.56,1.2,32
70707.737,3784,352.44,0.6,2.4,32
70707.758,1589,354.75,-0.49,1.2,32
70707.758,3723,354.75,-0.53,-1.2,32
70707.778,1347,357.99,0.07,-6,32
70707.799,101,359.8,-1.04,1.2,32
70707.799,2220,359.82,1.12,-1.2,32
70707.82,465,2.33,-0.79,1.2,32
70707.82,1559,2.33,-0.4,-3.6,32
70707.883,4292,10.33,2.73,-1.2,32
70707.883,1264,10.19,0.52,3.6,32
70707.904,4323,12.42,3.15,-2.4,32
70707.904,443,12.42,0.05,1.2,32
70707.925,4314,14.98,3.04,1.2,32
70707.925,4141,15.35,4.46,13.3,32
70707.925,2432,15.68,3.94,-1.2,32
70707.978,2356,21.67,15.7,5.3,32
70707.988,2071,22.54,1.88,1.2,32
70707.988,2093,22.54,1.91,1.2,32
70707.988,3319,22.95,4.14,-2.4,32
70708.009,243,25.07,-0.09,1.2,32
70708.02,2052,26.46,11.39,7,32
70708.052,591,30.14,2.06,1.2,32
70708.072,534,32.68,1.73,-1.2,32
70708.114,2383,38.46,1.23,-1.2,32
70708.114,524,37.75,1.98,1.2,32
70708.135,2383,40.27,1.09,1.2,32
70708.135,2091,40.51,0.89,-2.4,32
70708.157,420,42.82,0.59,1.2,32
70708.177,2123,45.37,1.11,1.2,32
70708.219,2502,50.45,2.14,-1.2,32
70708.302,1030,61.37,2.61,-1.2,32
70708.302,521,61.17,2.31,-2.4,32
70708.345,442,65.75,2.62,-2.4,32
70708.345,479,66.47,3.68,2.4,32
70708.345,1012,65.75,2.01,1.2,32
70710.023,1320,269.88,5.57,1.2,33
70710.044,1321,271.7,5.32,-1.2,33
70710.106,791,281.53,5.18,-1.2,33
70710.169,1021,286.83,4.44,-2.4,33
70710.19,1088,294.4,4.08,1.2,33
70710.232,300,294.37,0.54,1.2,33
70710.274,1600,299.79,3.25,1.2,33
70710.296,1133,302.63,1.52,-1.2,33
70710.316,1612,304.45,2.03,-2.4,33
70710.337,1671,306.97,1.17,1.2,33
70710.358,975,310.02,0.05,1.2,33
70710.379,1740,312.55,2.23,-1.2,33
70710.421,1762,317.61,3.12,-1.2,33
70710.432,2319,318.49,10.61,8.8,33
70710.442,1193,319.68,1.15,2.4,33
70710.442,1794,320.09,4.27,2.4,33
70710.453,2044,320.75,17.4,10.6,33
70710.463,1146,322.29,2.18,-2.4,33
70710.484,1100,324.42,1.25,1.2,33
70710.484,2043,324.42,3.33,-1.2,33
70710.484,2205,324.44,3.84,7.2,33
70710.505,1633,327.31,2.97,-1.2,33
70710.525,1213,330.2,2.26,-2.4,33
70710.568,1800,335.25,2.75,1.2,33
70710.568,182,334.8,-0.85,2.4,33
70710.651,2625,345.44,0.56,-1.2,33
70710.715,151,352.73,-1.12,-2.4,33
70710.756,2194,357.35,0.42,-2.4,33
70710.778,2262,0.13,2.24,2.4,33
70710.801,2162,2.86,1.69,2.4,33
70710.801,2244,2.78,3.87,-1.2,33
70710.819,2273,4.93,4.6,1.2,33
70710.819,2303,5.29,4.46,-2.4,33
70710.84,352,7.83,-0.68,-2.4,33
70710.862,3989,10.61,4.58,7.2,33
70710.882,4294,12.59,2.88,3.6,33
70710.935,3150,18.32,8.9,6,33
70710.945,2132,20.81,2.09,-7.2,33
70710.987,4893,25.64,3.77,1.2,33
70711.007,3304,27.7,2.91,2.4,33
70711.007,3344,28.04,3.36,-1.2,33
70711.018,100,29.57,11.31,-1.7,33
70711.029,601,30.24,2.22,1.2,33
70711.029,3860,30.97,3.69,-1.2,33
70711.071,4914,35.33,4.49,-1.2,33
70711.071,4954,35.33,4.43,-1.2,33
70711.071,2160,36.05,5.69,-3.6,33
70711.113,432,40.71,0.95,-1.2,33
70711.134,2093,43.64,0.79,2.4,33
70711.155,981,45.84,0.57,-1.2,33
70711.155,160,46.18,-1.23,1.2,33
70711.175,493,48.41,0.05,-1.2,33
70711.175,973,48.01,0.53,1.2,33
70711.175,2383,48.44,1.12,1.2,33
70711.239,194,55.62,-0.4,-1.2,33
70711.239,2522,55.62,2.93,2.4,33
70711.259,2140,58.16,3.16,1.2,33
70711.259,3631,58.17,3.76,-2.4,33
70711.28,1033,61.1,2.14,-1.2,33
70713,992,269.18,4.52,2.4,34
70713,1012,269.19,4.78,-2.4,34
70713.043,1014,274.25,5.06,1.2,34
70713.085,761,282.61,3.89,2.4,34
70713.085,784,279.31,4.17,-2.4,34
70713.117,1035,281.86,6.78,-1.2,34
70713.168,763,289.49,2.55,1.2,34
70713.189,1009,292.43,2.94,1.2,34
70713.189,300,293.11,1.35,1.2,34
70713.189,1060,291.95,4.26,-2.4,34
70713.231,1084,299.62,2.06,-1.2,34
70713.231,1592,297.67,2.74,-1.2,34
70713.252,1553,300.18,2.52,-1.2,34
70713.252,1621,300.21,3.91,-2.4,34
70713.274,1553,302.69,2.38,1.2,34
70713.294,1143,304.5,0.68,1.2,34
70713.294,1602,305.11,1.1,1.2,34
70713.357,960,312.6,-0.16,-2.4,34
70713.357,1742,312.61,3.18,-1.2,34
70713.379,1231,314.94,1.76,1.2,34
70713.379,1731,315.97,2.84,1.2,34
70713.42,1202,319.86,1,2.4,34
70713.42,1793,319.74,2.29,2.4,34
70713.441,1143,322.23,2.18,2.4,34
70713.462,881,325.18,0.25,-2.4,34
70713.483,1201,329.8,1.51,-1.2,34
70713.546,1810,335,2.91,1.2,34
70713.546,1479,335.02,2.54,-2.4,34
70713.546,1770,335.34,2.21,-1.2,34
70713.567,2044,337.43,4.88,8.4,34
70713.61,759,342.56,-1.03,2.4,34
70713.61,4085,342.59,2.15,7.2,34
70713.63,2319,344.81,1.28,1.2,34
70713.651,1024,347.33,-0.32,1.2,34
70713.651,3801,348.05,0.66,-2.4,34
70713.672,3815,350.58,0.91,1.2,34
70713.692,150,352.76,-0.69,-2.4,34
70713.735,2261,358.15,0.8,-1.2,34
70713.735,2217,358.16,1.36,-2.4,34
70713.766,1775,1.61,10.83,10.6,34
70713.777,331,2.48,-0.53,2.4,34
70713.777,2272,5.43,4.84,-1.2,34
70713.777,2302,2.51,4.46,2.4,34
70713.787,132,4.36,17.78,7,34
70713.797,1678,5.42,0.22,3.6,34
70713.839,4282,12.54,2.8,-1.2,34
70713.881,4352,15.41,2.85,2.4,34
70713.881,2414,15.47,4.22,-2.4,34
70713.881,4205,15.19,4.2,9.6,34
70713.892,1343,16.54,10.88,5.3,34
70713.903,2383,18.42,3.62,2.4,34
70713.923,2093,20.23,2.2,1.2,34
70713.944,112,23.08,-0.74,2.4,34
70713.965,3322,25.31,4.19,-2.4,34
70714.029,2061,33.62,5.59,-2.4,34
70714.091,2364,40.59,1.05,1.2,34
70714.091,442,40.49,2.27,-1.2,34
70714.091,2149,40.96,1.03,-1.2,34
70714.102,1979,41.89,14.04,7,34
70714.112,2193,43.74,1.57,-2.4,34
70714.112,420,43.04,1.05,1.2,34
70714.133,983,46.31,0.58,-1.2,34
70714.133,2113,45.59,1.26,1.2,34
70714.133,150,45.96,1,1.2,34
70714.133,2795,46.33,4.24,-1.2,34
70714.154,93,48.14,0.59,1.2,34
70714.175,494,50.68,0.72,-1.2,34
70714.175,2552,51.4,4.2,-2.4,34
70714.175,2582,51.23,4.29,2.4,34
70714.196,518,60.54,2.03,-1.2,34
70714.216,193,56.02,0.03,-2.4,34
70714.216,2524,55.78,3.04,2.4,34
70714.28,253,63.41,-1.1,2.4,34
70714.301,1013,65.96,2.09,1.2,34
70715.978,1018,274.21,5.39,1.2,35
70716.042,103,276.87,3.29,3.6,35
70716.073,1021,280.13,7.38,2.4,35
70716.095,1044,282.27,7.01,-1.2,35
70716.104,1034,284.45,5.72,1.2,35
70716.126,772,286.96,4.36,-2.4,35
70716.126,810,286.97,5.66,-2.4,35
70716.168,1061,292.73,4.32,-1.2,35
70716.189,300,294.51,1.54,-1.2,35
70716.21,1081,297.05,1.9,-1.2,35
70716.21,684,297.06,4.98,4.8,35
70716.23,1570,299.94,2.49,-1.2,35
70716.23,1618,299.96,3.52,2.4,35
70716.252,1592,302.08,2.59,-2.4,35
70716.273,1622,305.29,1.28,-1.2,35
70716.293,246,307.1,0.8,-1.2,35
70716.314,975,312.95,0.05,1.2,35
70716.335,1761,312.66,2.73,-1.2,35
70716.377,1721,317.66,2.05,-1.2,35
70716.377,1236,316.97,2.15,1.2,35
70716.399,1789,320.17,3.15,-1.2,35
70716.399,1194,320.18,0.75,2.4,35
70716.44,874,326.22,0.36,-2.4,35
70716.461,1631,327.41,3.8,-1.2,35
70716.482,909,330.28,0.81,1.2,35
70716.482,1820,329.86,3.22,-2.4,35
70716.524,1779,335.28,2.54,-1.2,35
70716.524,1451,335.19,0.97,-2.4,35
70716.565,1017,339.75,-0.06,3.6,35
70716.62,1525,346.25,24.46,8.8,35
70716.629,3832,348.08,0.76,-2.4,35
70716.629,152,347.38,0.7,1.2,35
70716.65,2902,349.91,0.6,-1.2,35
70716.65,3812,349.91,0.69,-2.4,35
70716.67,3753,352.8,-0.07,2.4,35
70716.67,2420,352.44,6.73,7.2,35
70716.691,3969,354.94,-0.31,1.2,35
70716.691,4012,354.94,-0.58,-1.2,35
70716.691,3730,354.94,-0.9,-1.2,35
70716.712,1269,357.46,0.05,1.2,35
70716.712,2231,357.46,0.34,2.4,35
70716.712,152,358.17,-1.29,-1.2,35
70716.734,2235,0.44,1.97,2.4,35
70716.754,2272,2.51,4.27,1.2,35
70716.817,4301,11.16,2.92,1.2,35
70716.838,4335,13.09,2.8,1.2,35
70716.838,4293,12.66,2.92,-1.2,35
70716.902,2093,21,3.86,2.4,35
70716.943,3331,25.82,4.25,-2.4,35
70716.943,4911,25.78,3.82,2.4,35
70716.963,254,28.29,0.35,2.4,35
70716.963,591,30.34,2.04,-1.2,35
70716.963,283,28.28,0.86,-2.4,35
70716.985,3852,31.14,3.66,-2.4,35
70717.069,442,40.89,0.69,-1.2,35
70717.101,103,43.43,7.2,-1.2,35
70717.175,511,55.21,1.68,1.2,35
70717.215,193,58.38,-0.12,1.2,35
70717.226,2239,58.41,8.6,1.2,35
70717.237,1335,61.65,-0.38,-1.2,35
70717.28,1022,66.06,2.08,1.2,35
70718.957,1319,270.07,5.35,-1.2,36
70718.977,1013,271.88,5.07,-1.2,36
70719.062,761,282.69,4.28,1.2,36
70719.103,782,287.74,3.08,1.2,36
70719.103,194,287.03,3.92,-1.2,36
70719.124,109,289.56,4.4,4.8,36
70719.145,1019,292.07,3.21,-1.2,36
70719.145,710,292.78,1.67,-1.2,36
70719.145,299,292.77,0.72,1.2,36
70719.187,1084,297.6,2.51,-2.4,36
70719.229,1122,302.17,1.43,1.2,36
70719.25,1150,304.68,0.79,1.2,36
70719.292,3671,309.95,1.43,-2.4,36
70719.292,1234,312.76,1.21,1.2,36
70719.313,970,312.76,0.05,1.2,36
70719.313,1772,316.45,3.51,-2.4,36
70719.313,1232,312.39,1.71,-2.4,36
70719.334,1212,315.26,0.91,1.2,36
70719.418,2033,324.57,3.2,1.2,36
70719.439,882,327.8,0.47,-1.2,36
70719.46,1782,330.35,3.11,-1.2,36
70719.481,1201,332.86,1.77,2.4,36
70719.503,1442,336.43,1.32,-2.4,36
70719.523,1041,337.59,0.03,1.2,36
70719.534,1682,339.13,14.65,8.8,36
70719.565,444,343.06,-1.05,6,36
70719.586,2626,345.6,1.27,-1.2,36
70719.586,445,344.88,-0.34,-1.2,36
70719.586,4705,345.6,1.03,1.2,36
70719.597,2480,346.55,14.72,12.3,36
70719.607,3803,348.13,0.48,-1.2,36
70719.669,3734,354.99,-0.85,-1.2,36
70719.733,2233,2.55,3.68,2.4,36
70719.733,2312,4.25,4.68,1.2,36
70719.774,362,8.3,-0.88,-2.4,36
70719.796,4302,10.78,2.92,1.2,36
70719.838,2203,15.19,3.82,-8.4,36
70719.942,3019,27.87,3.07,-2.4,36
70719.953,2174,27.9,6.78,4.8,36
70719.964,3380,30.81,3.1,2.4,36
70720.006,3090,35.46,2.86,1.2,36
70720.047,2122,41.25,0.96,1.2,36
70720.069,413,43.09,1.73,1.2,36
70720.11,104,48.17,-0.68,-1.2,36
70720.152,2579,53.3,3.65,-1.2,36
70720.173,199,58.21,0.49,-1.2,36
70720.214,515,61.65,2.22,2.4,36
70720.257,451,66.04,2.26,2.4,36
70721.977,1014,275.17,4.57,1.2,37
70722.018,761,285.17,2.65,1.2,37
70722.06,804,285.24,5.17,-1.2,37
70722.06,1042,284.55,6.28,1.2,37
70722.082,804,287.08,5.74,2.4,37
70722.124,298,292.83,0.72,1.2,37
70722.186,122,300.41,3.54,6,37
70722.207,1544,302.2,2.33,-1.2,37
70722.207,1581,302.53,2.64,2.4,37
70722.207,1583,302.21,4.01,-1.2,37
70722.228,1611,305.41,1.39,1.2,37
70722.228,3345,305.08,6.6,4.8,37
70722.27,974,314.44,0.26,-1.2,37
70722.292,1232,312.36,1.43,2.4,37
70722.292,1731,312.82,2.26,-1.2,37
70722.292,1763,312.84,3.8,-1.2,37
70722.333,1193,317.59,0.83,-2.4,37
70722.354,1199,320.33,1.14,2.4,37
70722.375,1902,322.15,2.43,-1.2,37
70722.417,1191,327.53,1.5,-1.2,37
70722.437,1243,330.43,2.73,-2.4,37
70722.437,1201,329.71,1.42,1.2,37
70722.449,1340,330.13,8.61,8.4,37
70722.458,1454,332.62,2.57,-1.2,37
70722.458,1791,334.21,2.89,-1.2,37
70722.458,1801,332.59,3.02,2.4,37
70722.48,181,334.78,-0.83,-1.2,37
70722.564,153,345.67,-0.91,-1.2,37
70722.668,2222,358.28,0.82,-1.2,37
70722.668,2214,358,0.81,2.4,37
70722.679,1854,359.22,10.56,8.8,37
70722.69,2271,0.11,2.48,1.2,37
70722.69,2192,0.11,1.86,-2.4,37
70722.711,2273,2.86,3.11,-7.2,37
70722.711,2291,2.64,4.52,-1.2,37
70722.774,1289,10.2,0,1.2,37
70722.784,1941,11.6,10.91,14.1,37
70722.794,4287,13.06,2.86,-2.4,37
70722.794,452,12.73,0.16,1.2,37
70722.815,4304,15.27,3.09,1.2,37
70722.836,2069,17.82,4,-2.4,37
70722.878,3261,23.61,3.94,-1.2,37
70722.899,3305,25.43,4.1,2.4,37
70722.921,569,30.36,1.72,-1.2,37
70722.942,3391,30.48,3.27,2.4,37
70722.953,174,32.35,17.29,-1.7,37
70722.963,512,33.01,1.65,2.4,37
70723.046,91,43.17,1.14,-1.2,37
70723.046,2141,43.56,1.17,-1.2,37
70723.046,432,43.18,1.2,1.2,37
70723.067,982,46.44,0.77,-1.2,37
70723.067,152,46.1,0.84,1.2,37
70723.089,2501,48.98,2.4,-1.2,37
70723.089,2383,48.26,1.35,1.2,37
70723.089,94,48.27,0.8,2.4,37
70723.214,253,63.54,-0.92,2.4,37
70723.235,1019,66.1,2.37,1.2,37
70723.235,469,66.82,3.78,-2.4,37
70724.912,1020,269.98,4.96,2.4,38
70724.986,1034,277.91,7.19,-1.2,38
70724.997,744,279.69,3.08,1.2,38
70725.017,776,282.93,4.43,-2.4,38
70725.059,809,287.27,5.4,1.2,38
70725.059,1023,287.27,5.01,-1.2,38
70725.081,229,291.19,1.52,-1.2,38
70725.081,1037,290.14,4.28,6,38
70725.101,995,292.6,3.03,-2.4,38
70725.101,1041,292.31,3.76,1.2,38
70725.143,1573,298.01,2.51,-2.4,38
70725.143,1616,297.63,3.87,-2.4,38
70725.164,1609,299.83,4.12,2.4,38
70725.185,739,303.02,-0.2,-1.2,38
70725.206,3692,305.53,1.75,-2.4,38
70725.217,4533,305.56,9.58,7.2,38
70725.227,970,308.03,-0.15,1.2,38
70725.259,1626,311.06,17.9,8.8,38
70725.269,1201,312.38,1.49,2.4,38
70725.269,3634,312.2,0.79,1.2,38
70725.269,1782,312.92,3.88,-1.2,38
70725.28,1695,313.57,12.4,14.1,38
70725.291,1231,314.71,2.16,1.2,38
70725.353,1092,322.94,1.6,2.4,38
70725.353,1121,322.96,1.62,-1.2,38
70725.395,910,327.98,0.79,-1.2,38
70725.416,1184,329.82,1.33,-1.2,38
70725.416,1822,332,3.23,-1.2,38
70725.416,911,329.82,0.66,2.4,38
70725.416,1244,329.84,2.85,1.2,38
70725.416,1572,330.56,3.07,1.2,38
70725.459,1442,336.99,1.12,1.2,38
70725.459,1815,335.63,2.78,1.2,38
70725.478,189,338.14,-0.74,-1.2,38
70725.478,1463,337.96,1.72,2.4,38
70725.521,4663,343.22,-0.12,-1.2,38
70725.563,488,347.88,-0.8,-1.2,38
70725.584,760,350.07,-0.91,-4.8,38
70725.605,144,353.28,-0.67,-2.4,38
70725.626,4423,355.1,-0.46,1.2,38
70725.646,2212,357.89,0.66,2.4,38
70725.646,2252,358.34,1.59,1.2,38
70725.657,1886,358.07,9.71,9.6,38
70725.668,2222,0.84,2.23,1.2,38
70725.668,323,0.84,-0.45,1.2,38
70725.668,1244,0.13,0.32,-6,38
70725.688,2293,3.4,4.49,2.4,38
70725.71,2331,5.94,5.07,-3.6,38
70725.794,4322,16.08,3.2,-2.4,38
70725.804,173,16.75,19.87,1.7,38
70725.835,2093,20.43,2.06,-1.2,38
70725.867,1786,24.34,11.52,3.5,38
70725.878,3315,27.58,2.64,-1.2,38
70725.899,250,28.7,0.2,2.4,38
70725.909,3631,28.31,8.17,4.8,38
70725.93,2069,31.91,14.99,5.3,38
70725.94,3460,33.76,4.23,-2.4,38
70725.961,3424,35.6,4.41,2.4,38
70725.982,2912,38.51,3.8,1.2,38
70726.004,431,41.37,1.13,1.2,38
70726.004,1700,41.37,0.43,-1.2,38
70726.004,2106,41.37,0.95,-2.4,38
70726.045,2170,45.78,1,1.2,38
70726.045,3424,46.06,5.17,-2.4,38
70726.066,2484,48.7,2.11,1.2,38
70726.066,530,48.32,0.51,-1.2,38
70726.087,483,50.88,0.15,1.2,38
70726.128,2134,56.72,2.69,1.2,38
70726.15,185,58.99,-0.75,2.4,38
70726.191,253,63.64,-0.78,2.4,38
70727.89,1014,269.57,4.72,-2.4,39
70727.912,1313,272.09,5.32,1.2,39
70727.974,758,281.7,3.97,-1.2,39
70728.007,1044,282.44,7.11,-2.4,39
70728.017,802,285.41,5.75,-1.2,39
70728.079,991,292.69,2.42,2.4,39
70728.112,2332,296.41,17.52,5.3,39
70728.143,1553,300.24,2.6,-1.2,39
70728.184,1602,305.35,1.47,-2.4,39
70728.205,981,309.23,0.01,-2.4,39
70728.238,3076,309.94,9.52,8.4,39
70728.247,1766,313.02,3.1,-1.2,39
70728.258,1946,313.97,22.46,8.8,39
70728.268,1783,315.34,4.1,2.4,39
70728.279,2220,316.2,14.76,8.8,39
70728.279,1937,316.2,15.44,8.8,39
70728.31,1733,320.25,1.98,-2.4,39
70728.332,1142,324.22,1.95,2.4,39
70728.332,2310,323.04,3.06,6,39
70728.342,1935,323.91,10.78,15.9,39
70728.353,882,325.45,0.68,1.2,39
70728.457,1485,337.49,1.57,1.2,39
70728.457,562,337.49,-0.7,1.2,39
70728.457,1443,337.49,0.86,-2.4,39
70728.468,2106,338.9,11.32,8.8,39
70728.478,289,340.05,-1.01,2.4,39
70728.499,149,344.11,-1.02,-1.2,39
70728.52,472,345.15,-0.32,-1.2,39
70728.54,489,347.69,-0.66,1.2,39
70728.562,3820,350.23,0.84,2.4,39
70728.562,2193,350.63,3.46,14.5,39
70728.583,158,353.01,-1.34,-2.4,39
70728.604,3725,355.26,-0.65,-2.4,39
70728.624,2233,358.1,1.07,-2.4,39
70728.645,2251,0.29,3.04,1.2,39
70728.645,359,0.29,-0.65,1.2,39
70728.666,2310,3.27,4.64,2.4,39
70728.709,4707,8.56,0.34,1.2,39
70728.73,4293,15.22,2.72,1.2,39
70728.75,4301,12.92,2.9,-2.4,39
70728.762,2466,14.77,13.95,5.3,39
70728.772,2395,16.16,3.89,-1.2,39
70728.814,2122,20.89,2.71,-7.2,39
70728.834,103,23.02,-0.87,-1.2,39
70728.856,3333,26.3,4.15,-2.4,39
70728.981,440,40.76,1.37,1.2,39
70729.023,1691,45.85,0.39,1.2,39
70729.044,502,49.12,0.02,-1.2,39
70729.065,2516,51.66,2.7,-1.2,39
70729.065,492,50.94,0.54,1.2,39
70729.128,194,58.94,0.23,-1.2,39
70729.148,524,61.16,1.58,1.2,39
70729.181,112,63.95,9.77,-2.4,39
70729.19,1003,66.26,2.57,1.2,39
70729.19,469,66.26,3.51,-2.4,39
70730.869,1003,269.92,4.28,-1.2,40
70730.89,972,272.1,4.53,1.2,40
70730.911,1041,275.09,5.77,-2.4,40
70730.964,982,280.43,7.37,-2.4,40
70730.974,792,282.94,5.11,-1.2,40
70730.994,753,285.44,3.02,1.2,40
70730.994,1034,285.47,5.65,1.2,40
70731.016,1033,287.62,4.96,-2.4,40
70731.057,299,292.31,2.08,-1.2,40
70731.057,1034,292.34,3.75,1.2,40
70731.057,1070,293.04,4.26,1.2,40
70731.099,1090,298.06,2.79,1.2,40
70731.121,1084,299.86,2.21,-1.2,40
70731.121,1539,299.86,2.21,-2.4,40
70731.142,1120,302.38,1.55,1.2,40
70731.164,1620,306.88,1.52,1.2,40
70731.184,3683,307.62,1.61,1.2,40
70731.184,991,314.73,0.64,-1.2,40
70731.184,1665,307.3,1.04,-2.4,40
70731.247,1722,315.73,2.27,1.2,40
70731.299,1384,321.23,24.36,8.8,40
70731.309,1124,323.08,1.74,-1.2,40
70731.33,313,324.89,1.77,-2.4,40
70731.352,881,328.1,0.41,1.2,40
70731.352,1202,330.39,1.66,2.4,40
70731.352,2041,327.42,2.71,1.2,40
70731.372,1823,330.67,3.26,-1.2,40
70731.372,1783,330.28,2.88,2.4,40
70731.394,190,332.47,-0.89,-1.2,40
70731.403,2016,333.89,22.99,10.6,40
70731.414,189,335.03,-0.5,2.4,40
70731.414,1442,337.87,1.19,-1.2,40
70731.436,1492,337.57,1.76,1.2,40
70731.455,1480,340.13,0.6,-1.2,40
70731.54,3374,350.25,0.01,-1.2,40
70731.54,2903,350.25,0.34,-1.2,40
70731.551,300,351.87,21.4,3.5,40
70731.561,752,353.13,-0.99,4.8,40
70731.572,3270,352.8,8.28,12,40
70731.581,107,355.3,-1.33,-1.2,40
70731.581,2222,358.24,1.16,-2.4,40
70731.615,103,358.08,10.83,-2.4,40
70731.645,2332,5.34,5.11,-2.4,40
70731.666,313,5.73,-0.76,-1.2,40
70731.686,359,8.61,-0.8,-2.4,40
70731.707,4303,11.13,3.02,-1.2,40
70731.707,2107,15.2,3.66,1.2,40
70731.749,4326,15.89,3.1,1.2,40
70731.781,1968,19.42,21.49,8.8,40
70731.833,4884,26.34,3.16,-1.2,40
70731.855,596,28.16,2.13,-2.4,40
70731.897,3462,33.96,4.18,2.4,40
70731.959,103,41.55,-0.21,-1.2,40
70731.98,432,43.37,0.65,-1.2,40
70731.98,2140,43.87,1.25,2.4,40
70731.98,426,43.38,1.11,1.2,40
70732.022,2445,49.18,1.48,2.4,40
70732.044,463,51.01,-0.26,1.2,40
70732.044,2507,51.31,1.73,2.4,40
70732.064,520,58.23,2.01,-1.2,40
70732.085,194,56.52,0.04,2.4,40
70732.106,193,58.66,0.09,-1.2,40
70732.149,251,64.04,-0.7,2.4,40
70732.149,493,64,2.62,2.4,40
70732.169,471,66.35,4.01,-1.2,40
70733.847,1312,269.66,5.39,-1.2,41
70733.867,985,272.17,4.95,1.2,41
70733.921,1045,277.69,6.92,1.2,41
70733.931,754,279.73,3.36,1.2,41
70733.951,799,282.99,6.17,-2.4,41
70733.994,809,287.33,5.58,1.2,41
70734.014,232,290.53,2.14,1.2,41
70734.036,299,293.07,1.33,1.2,41
70734.057,234,295.22,-0.29,-1.2,41
70734.057,1081,294.91,4,-2.4,41
70734.078,1110,297.76,2.71,-1.2,41
70734.098,1084,300.18,2.45,2.4,41
